COUNTRY_REGION,CONTINENTEXP,ISO3166_1,CASES,DEATHS,CASES_SINCE_PREV_DAY,DEATHS_SINCE_PREV_DAY,POPULATION,DATE,LAST_UPDATE_DATE,LAST_REPORTED_FLAG
Afghanistan,Asia,AF,492,9,0,0,37172386,2020-05-21,2020-05-21 23:04:28.463,TRUE
Afghanistan,Asia,AF,581,5,89,-4,37172386,2020-05-20,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,408,4,-173,-1,37172386,2020-05-19,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,262,1,-146,-3,37172386,2020-05-18,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,-262,-1,37172386,2020-05-17,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,1063,32,1063,32,37172386,2020-05-16,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,113,6,-950,-26,37172386,2020-05-15,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,259,3,146,-3,37172386,2020-05-14,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,280,5,21,2,37172386,2020-05-13,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,285,2,5,-3,37172386,2020-05-12,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,369,5,84,3,37172386,2020-05-11,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,255,6,-114,1,37172386,2020-05-10,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,215,3,-40,-3,37172386,2020-05-09,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,171,2,-44,-1,37172386,2020-05-08,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,168,9,-3,7,37172386,2020-05-07,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,330,5,162,-4,37172386,2020-05-06,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,190,5,-140,0,37172386,2020-05-05,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,235,13,45,8,37172386,2020-05-04,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,134,4,-101,-9,37172386,2020-05-03,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,164,4,30,0,37172386,2020-05-02,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,222,4,58,0,37172386,2020-05-01,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,122,0,-100,-4,37172386,2020-04-30,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,124,3,2,3,37172386,2020-04-29,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,172,0,48,-3,37172386,2020-04-28,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,68,10,-104,10,37172386,2020-04-27,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,112,4,44,-6,37172386,2020-04-26,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,70,1,-42,-3,37172386,2020-04-25,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,105,2,35,1,37172386,2020-04-24,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,84,4,-21,2,37172386,2020-04-23,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,61,1,-23,-3,37172386,2020-04-22,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,35,2,-26,1,37172386,2020-04-21,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,88,3,53,1,37172386,2020-04-20,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,63,0,-25,-3,37172386,2020-04-19,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,51,1,-12,1,37172386,2020-04-18,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,10,4,-41,3,37172386,2020-04-17,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,70,2,60,-2,37172386,2020-04-16,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,49,2,-21,0,37172386,2020-04-15,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,58,3,9,1,37172386,2020-04-14,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,52,0,-6,-3,37172386,2020-04-13,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,34,3,-18,3,37172386,2020-04-12,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,37,0,3,-3,37172386,2020-04-11,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,61,1,24,1,37172386,2020-04-10,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,56,3,-5,2,37172386,2020-04-09,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,30,4,-26,1,37172386,2020-04-08,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,38,0,8,-4,37172386,2020-04-07,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,29,2,-9,2,37172386,2020-04-06,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,35,1,6,-1,37172386,2020-04-05,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,-35,-1,37172386,2020-04-04,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,43,0,43,0,37172386,2020-04-03,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,26,0,-17,0,37172386,2020-04-02,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,25,0,-1,0,37172386,2020-04-01,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,27,0,2,0,37172386,2020-03-31,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,8,1,-19,1,37172386,2020-03-30,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,15,1,7,0,37172386,2020-03-29,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,16,1,1,0,37172386,2020-03-28,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,-16,-1,37172386,2020-03-27,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,33,0,33,0,37172386,2020-03-26,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,2,0,-31,0,37172386,2020-03-25,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,6,1,4,1,37172386,2020-03-24,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,10,0,4,-1,37172386,2020-03-23,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,-10,0,37172386,2020-03-22,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,2,0,2,0,37172386,2020-03-21,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,-2,0,37172386,2020-03-20,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-03-19,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,1,0,1,0,37172386,2020-03-18,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,5,0,4,0,37172386,2020-03-17,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,6,0,1,0,37172386,2020-03-16,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,3,0,-3,0,37172386,2020-03-15,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,3,0,0,0,37172386,2020-03-11,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,3,0,0,0,37172386,2020-03-08,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,-3,0,37172386,2020-03-02,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-03-01,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-02-29,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-02-28,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-02-27,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-02-26,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,1,0,1,0,37172386,2020-02-25,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,-1,0,37172386,2020-02-24,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-02-23,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-02-22,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-02-21,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-02-20,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-02-19,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-02-18,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-02-17,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-02-16,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-02-15,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-02-14,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-02-13,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-02-12,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-02-11,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-02-10,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-02-09,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-02-08,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-02-07,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-02-06,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-02-05,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-02-04,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-02-03,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-02-02,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-02-01,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-01-31,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-01-30,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-01-29,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-01-28,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-01-27,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-01-26,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-01-25,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-01-24,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-01-23,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-01-22,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-01-21,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-01-20,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-01-19,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-01-18,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-01-17,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-01-16,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-01-15,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-01-14,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-01-13,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-01-12,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-01-11,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-01-10,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-01-09,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-01-08,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-01-07,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-01-06,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-01-05,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-01-04,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-01-03,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-01-02,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2020-01-01,2020-05-21 23:04:28.463,FALSE
Afghanistan,Asia,AF,0,0,0,0,37172386,2019-12-31,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,15,0,0,0,2866376,2020-05-21,2020-05-21 23:04:28.463,TRUE
Albania,Europe,AL,1,0,-14,0,2866376,2020-05-20,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,2,0,1,0,2866376,2020-05-19,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,13,0,11,0,2866376,2020-05-18,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,17,0,4,0,2866376,2020-05-17,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,18,0,1,0,2866376,2020-05-16,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,18,0,0,0,2866376,2020-05-15,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,4,0,-14,0,2866376,2020-05-14,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,4,0,0,0,2866376,2020-05-13,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,4,0,0,0,2866376,2020-05-12,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,12,0,8,0,2866376,2020-05-11,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,6,0,-6,0,2866376,2020-05-10,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,8,0,2,0,2866376,2020-05-09,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,10,0,2,0,2866376,2020-05-08,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,12,0,2,0,2866376,2020-05-07,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,17,0,5,0,2866376,2020-05-06,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,8,0,-9,0,2866376,2020-05-05,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,6,0,-2,0,2866376,2020-05-04,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,7,0,1,0,2866376,2020-05-03,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,9,0,2,0,2866376,2020-05-02,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,7,0,-2,0,2866376,2020-05-01,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,16,1,9,1,2866376,2020-04-30,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,14,2,-2,1,2866376,2020-04-29,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,10,0,-4,-2,2866376,2020-04-28,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,14,1,4,1,2866376,2020-04-27,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,34,0,20,-1,2866376,2020-04-26,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,15,0,-19,0,2866376,2020-04-25,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,29,0,14,0,2866376,2020-04-24,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,25,1,-4,1,2866376,2020-04-23,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,25,0,0,-1,2866376,2020-04-22,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,22,0,-3,0,2866376,2020-04-21,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,14,0,-8,0,2866376,2020-04-20,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,9,0,-5,0,2866376,2020-04-19,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,21,0,12,0,2866376,2020-04-18,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,24,1,3,1,2866376,2020-04-17,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,19,1,-5,0,2866376,2020-04-16,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,8,1,-11,0,2866376,2020-04-15,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,21,0,13,-1,2866376,2020-04-14,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,13,0,-8,0,2866376,2020-04-13,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,17,0,4,0,2866376,2020-04-12,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,7,0,-10,0,2866376,2020-04-11,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,9,1,2,1,2866376,2020-04-10,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,17,0,8,-1,2866376,2020-04-09,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,6,0,-11,0,2866376,2020-04-08,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,16,1,10,1,2866376,2020-04-07,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,28,2,12,1,2866376,2020-04-06,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,29,2,1,0,2866376,2020-04-05,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,27,1,-2,-1,2866376,2020-04-04,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,18,1,-9,0,2866376,2020-04-03,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,16,0,-2,-1,2866376,2020-04-02,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,20,3,4,3,2866376,2020-04-01,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,11,2,-9,-1,2866376,2020-03-31,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,15,0,4,-2,2866376,2020-03-30,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,11,1,-4,1,2866376,2020-03-29,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,12,3,1,2,2866376,2020-03-28,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,28,1,16,-2,2866376,2020-03-27,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,23,0,-5,-1,2866376,2020-03-26,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,23,1,0,1,2866376,2020-03-25,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,11,2,-12,1,2866376,2020-03-24,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,13,0,2,-2,2866376,2020-03-23,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,6,0,-7,0,2866376,2020-03-22,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,0,0,-6,0,2866376,2020-03-21,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,11,0,11,0,2866376,2020-03-20,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,4,1,-7,1,2866376,2020-03-19,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,4,0,0,-1,2866376,2020-03-18,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,9,0,5,0,2866376,2020-03-17,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,4,0,-5,0,2866376,2020-03-16,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,5,0,1,0,2866376,2020-03-15,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,10,0,5,0,2866376,2020-03-14,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,12,0,2,0,2866376,2020-03-13,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,1,1,-11,1,2866376,2020-03-12,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,4,0,3,-1,2866376,2020-03-11,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,4,0,0,0,2866376,2020-03-10,2020-05-21 23:04:28.463,FALSE
Albania,Europe,AL,2,0,-2,0,2866376,2020-03-09,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,165,7,0,0,42228429,2020-05-21,2020-05-21 23:04:28.463,TRUE
Algeria,Africa,DZ,176,6,11,-1,42228429,2020-05-20,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,182,7,6,1,42228429,2020-05-19,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,198,6,16,-1,42228429,2020-05-18,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,192,6,-6,0,42228429,2020-05-17,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,187,7,-5,1,42228429,2020-05-16,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,189,7,2,0,42228429,2020-05-15,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,186,7,-3,0,42228429,2020-05-14,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,176,8,-10,1,42228429,2020-05-13,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,168,5,-8,-3,42228429,2020-05-12,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,165,8,-3,3,42228429,2020-05-11,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,189,6,24,-2,42228429,2020-05-10,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,187,5,-2,-1,42228429,2020-05-09,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,185,7,-2,2,42228429,2020-05-08,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,159,6,-26,-1,42228429,2020-05-07,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,190,5,31,-1,42228429,2020-05-06,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,174,2,-16,-3,42228429,2020-05-05,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,179,4,5,2,42228429,2020-05-04,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,141,6,-38,2,42228429,2020-05-03,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,148,3,7,-3,42228429,2020-05-02,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,158,6,10,3,42228429,2020-05-01,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,199,7,41,1,42228429,2020-04-30,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,132,5,-67,-2,42228429,2020-04-29,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,135,7,3,2,42228429,2020-04-28,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,126,6,-9,-1,42228429,2020-04-27,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,129,4,3,-2,42228429,2020-04-26,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,120,8,-9,4,42228429,2020-04-25,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,97,5,-23,-3,42228429,2020-04-24,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,99,10,2,5,42228429,2020-04-23,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,93,8,-6,-2,42228429,2020-04-22,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,89,9,-4,1,42228429,2020-04-21,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,94,8,5,-1,42228429,2020-04-20,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,117,3,23,-5,42228429,2020-04-19,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,150,16,33,13,42228429,2020-04-18,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,108,12,-42,-4,42228429,2020-04-17,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,90,11,-18,-1,42228429,2020-04-16,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,87,12,-3,1,42228429,2020-04-15,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,69,20,-18,8,42228429,2020-04-14,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,89,18,20,-2,42228429,2020-04-13,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,64,19,-25,1,42228429,2020-04-12,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,95,21,31,2,42228429,2020-04-11,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,94,30,-1,9,42228429,2020-04-10,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,104,12,10,-18,42228429,2020-04-09,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,45,20,-59,8,42228429,2020-04-08,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,103,21,58,1,42228429,2020-04-07,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,69,22,-34,1,42228429,2020-04-06,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,80,25,11,3,42228429,2020-04-05,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,185,42,105,17,42228429,2020-04-04,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,139,5,-46,-37,42228429,2020-04-03,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,131,14,-8,9,42228429,2020-04-02,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,132,9,1,-5,42228429,2020-04-01,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,73,4,-59,-5,42228429,2020-03-31,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,57,2,-16,-2,42228429,2020-03-30,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,45,3,-12,1,42228429,2020-03-29,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,42,1,-3,-2,42228429,2020-03-28,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,65,4,23,3,42228429,2020-03-27,2020-05-21 23:04:28.463,FALSE
Algeria,Africa,DZ,38,2,-27,-2,42228429,2020-03-26,2020-05-21 23:04:28.463,FALSE
