Country,Region,CATEGORY,MEASURE,TARGETED_POP_GROUP,NON_COMPLIANCE,DATE_IMPLEMENTED,SOURCE_TYPE,ENTRY_DATE,Country_cd
Guyana,Americas,Public health measures,General recommendations,No,Not applicable,3/12/2020,Government,4/24/2020,GY
Guyana,Americas,Public health measures,General recommendations,Yes,Not applicable,3/15/2020,Government,4/24/2020,GY
Guyana,Americas,Social distancing,Limit public gatherings,No,Not applicable,3/15/2020,Government,4/24/2020,GY
Guyana,Americas,Social distancing,Schools closure ,Yes,Not applicable,3/16/2020,Government,4/24/2020,GY
Guyana,Americas,Social distancing,Closure of businesses and public services,No,Not applicable,3/16/2020,Government,4/24/2020,GY
Guyana,Americas,Public health measures,Other public health measures enforced,No,Not applicable,3/16/2020,Government,4/24/2020,GY
Guyana,Americas,Public health measures,Other public health measures enforced,No,Not applicable,3/16/2020,Government,4/24/2020,GY
Guyana,Americas,Governance and socio-economic measures,Emergency administrative structures activated or established,No,Not applicable,3/19/2020,Government,4/24/2020,GY
Guyana,Americas,Movement restrictions,Border closure ,No,Not applicable,3/26/2020,Government,4/24/2020,GY
Guyana,Americas,Social distancing,Limit public gatherings,No,Other (add in comments),3/26/2020,Government,4/24/2020,GY
Guyana,Americas,Social distancing,Schools closure ,Yes,Not applicable,3/30/2020,Government,4/24/2020,GY
Guyana,Americas,Governance and socio-economic measures,Economic measures,No,Not applicable,4/7/2020,Government,4/24/2020,GY
Guyana,Americas,Governance and socio-economic measures,Economic measures,Yes,Not applicable,4/8/2020,Government,4/24/2020,GY
Guyana,Americas,Governance and socio-economic measures,Economic measures,No,Not applicable,4/9/2020,Government,4/24/2020,GY
Guyana,Americas,Movement restrictions,Curfews,No,Not applicable,4/11/2020,Government,4/24/2020,GY
Guyana,Americas,Social distancing,Schools closure ,No,Not applicable,4/17/2020,Government,4/24/2020,GY
Guyana,Americas,Governance and socio-economic measures,Limit product imports/exports,No,Not applicable,4/22/2020,Government,4/24/2020,GY
Guyana,Americas,Governance and socio-economic measures,Economic measures,No,Not applicable,4/25/2020,Government,4/29/2020,GY
Guyana,Americas,Governance and socio-economic measures,Emergency administrative structures activated or established,No,Not applicable,4/26/2020,Government,4/29/2020,GY
Guyana,Americas,Public health measures,Awareness campaigns,Yes,Not applicable,4/28/2020,Government,4/29/2020,GY
Guyana,Americas,Public health measures,Strengthening the public health system,No,Not applicable,4/27/2020,Government,4/29/2020,GY
Guyana,Americas,Governance and socio-economic measures,Emergency administrative structures activated or established,No,Other (add in comments),4/30/2020,Government,5/6/2020,GY
Guyana,Americas,Movement restrictions,Curfews,No,Other (add in comments),4/30/2020,Government,5/6/2020,GY
Guyana,Americas,Movement restrictions,International flights suspension,No,Refusal to enter the country,4/30/2020,Government,5/6/2020,GY
Guyana,Americas,Public health measures,Awareness campaigns,No,Not applicable,5/3/2020,Government,5/6/2020,GY
Guyana,Americas,Public health measures,Requirement to wear protective gear in public,Yes,Fines,5/5/2020,Government,5/6/2020,GY
Guyana,Americas,Public health measures,Testing policy,No,Not applicable,5/9/2020,Government,5/12/2020,GY
Guyana,Americas,Movement restrictions,Surveillance and monitoring,No,Not applicable,5/9/2020,Government,5/12/2020,GY
Guyana,Americas,Public health measures,Isolation and quarantine policies,No,Not applicable,5/14/2020,Government,5/19/2020,GY
Guyana,Americas,Public health measures,Strengthening the public health system,No,Not applicable,5/14/2020,Government,5/19/2020,GY
Guyana,Americas,Movement restrictions,Domestic travel restrictions,No,Not applicable,5/14/2020,Government,5/19/2020,GY
Guyana,Americas,Governance and socio-economic measures,Economic measures,Yes,Not applicable,5/15/2020,Government,5/19/2020,GY
Guyana,Americas,Public health measures,General recommendations,Yes,Not applicable,5/15/2020,Government,5/19/2020,GY
Guyana,Americas,Public health measures,Strengthening the public health system,No,Not applicable,5/17/2020,Government,5/19/2020,GY
Haiti,Americas,Public health measures,Health screenings in airports and border crossings,No,,3/6/2020,Government,3/16/2020,HT
Haiti,Americas,Movement restrictions,Border closure ,No,Not applicable,3/20/2020,Government,3/23/2020,HT
Haiti,Americas,Public health measures,Isolation and quarantine policies,No,Not applicable,3/19/2020,Government,3/23/2020,HT
Haiti,Americas,Governance and socio-economic measures,State of emergency declared,No,Not applicable,3/19/2020,Government,3/23/2020,HT
Haiti,Americas,Movement restrictions,Curfews,No,Not available,3/20/2020,Government,3/23/2020,HT
Haiti,Americas,Social distancing,Schools closure ,No,Not applicable,3/20/2020,Government,3/23/2020,HT
Haiti,Americas,Lockdown,Partial lockdown,No,Not applicable,3/20/2020,Government,3/23/2020,HT
Haiti,Americas,Social distancing,Limit public gatherings,No,Not applicable,3/20/2020,Government,3/23/2020,HT
Haiti,Americas,Public health measures,Requirement to wear protective gear in public,No,Not available,5/11/2020,Government,4/7/2020,HT
Haiti,Americas,Movement restrictions,Border closure ,No,Not applicable,3/27/2020,UN,4/15/2020,HT
Haiti,Americas,Governance and socio-economic measures,Economic measures,No,Not applicable,3/27/2020,UN,4/15/2020,HT
Haiti,Americas,Governance and socio-economic measures,Emergency administrative structures activated or established,No,Not applicable,4/14/2020,UN,4/15/2020,HT
Haiti,Americas,Social distancing,Limit public gatherings,No,Not applicable,4/14/2020,UN,4/15/2020,HT
Haiti,Americas,Governance and socio-economic measures,Emergency administrative structures activated or established,No,Not applicable,4/6/2020,UN,4/15/2020,HT
Haiti,Americas,Governance and socio-economic measures,Economic measures,No,Not applicable,4/1/2020,UN,4/15/2020,HT
Haiti,Americas,Social distancing,Closure of businesses and public services,No,Not applicable,3/25/2020,UN,4/16/2020,HT
Haiti,Americas,Social distancing,Changes in prison-related policies,No,Not applicable,3/25/2020,UN,4/16/2020,HT
Haiti,Americas,Lockdown,Partial lockdown,No,Not applicable,3/25/2020,UN,4/16/2020,HT
Haiti,Americas,Governance and socio-economic measures,Economic measures,Yes,Not applicable,3/25/2020,UN,4/16/2020,HT
Haiti,Americas,Governance and socio-economic measures,Emergency administrative structures activated or established,No,Not applicable,3/16/2020,UN,4/16/2020,HT
Haiti,Americas,Governance and socio-economic measures,Economic measures,Yes,Not applicable,3/21/2020,UN,4/16/2020,HT
Haiti,Americas,Public health measures,Strengthening the public health system,No,Not applicable,4/20/2020,Media,4/17/2020,HT
Haiti,Americas,Governance and socio-economic measures,State of emergency declared,No,Not applicable,4/20/2020,Media,4/17/2020,HT
Haiti,Americas,Governance and socio-economic measures,Economic measures,Yes,Not applicable,4/18/2020,Media,4/17/2020,HT
Haiti,Americas,Lockdown,Partial lockdown,Yes,Not applicable,4/16/2020,Media,4/17/2020,HT
Haiti,Americas,Governance and socio-economic measures,Economic measures,No,Not applicable,4/16/2020,Media,4/17/2020,HT
Haiti,Americas,Governance and socio-economic measures,Economic measures,No,Not applicable,4/20/2020,UN,5/4/2020,HT
Haiti,Americas,Public health measures,Awareness campaigns,No,Not applicable,4/18/2020,UN,5/4/2020,HT
Haiti,Americas,Movement restrictions,Domestic travel restrictions,No,Not applicable,4/11/2020,Media,5/14/2020,HT
Haiti,Americas,Movement restrictions,Domestic travel restrictions,No,Not applicable,4/6/2020,Media,5/14/2020,HT
Haiti,Americas,Governance and socio-economic measures,State of emergency declared,No,Not applicable,5/23/2020,Media,5/25/2020,HT
Haiti,Americas,Public health measures,Strengthening the public health system,No,Not applicable,5/15/2020,UN,5/25/2020,HT
Honduras,Americas,Movement restrictions,Border checks ,Yes,Not available,3/11/2020,Government,3/14/2020,HN
Honduras,Americas,Public health measures,Isolation and quarantine policies,Yes,Not available,3/11/2020,Government,3/14/2020,HN
Honduras,Americas,Social distancing,Schools closure ,Yes,,3/16/2020,Media,3/21/2020,HN
Honduras,Americas,Social distancing,Limit public gatherings,No,,3/16/2020,Media,3/21/2020,HN
Honduras,Americas,Social distancing,Closure of businesses and public services,Yes,,3/16/2020,Media,3/21/2020,HN
Honduras,Americas,Movement restrictions,Border closure ,No,,3/16/2020,Media,3/21/2020,HN
Honduras,Americas,Social distancing,Limit public gatherings,No,Arrest/detention,3/16/2020,Media,3/20/2020,HN
Honduras,Americas,Social distancing,Closure of businesses and public services,No,Not applicable,3/16/2020,Media,3/20/2020,HN
Honduras,Americas,Public health measures,Health screenings in airports and border crossings,No,Refusal to enter the country,3/11/2020,Government,3/20/2020,HN
Honduras,Americas,Movement restrictions,Curfews,Yes,Arrest/detention,3/16/2020,Government,3/25/2020,HN
Honduras,Americas,Movement restrictions,Curfews,No,Arrest/detention,3/21/2020,Media,3/25/2020,HN
Honduras,Americas,Movement restrictions,Curfews,No,Arrest/detention,3/29/2020,Government,3/31/2020,HN
Honduras,Americas,Movement restrictions,Curfews,Yes,Arrest/detention,3/29/2020,Government,3/31/2020,HN
Honduras,Americas,Movement restrictions,Curfews,Yes,Arrest/detention,3/29/2020,Government,3/31/2020,HN
Honduras,Americas,Movement restrictions,Curfews,No,Other (add in comments),3/29/2020,Government,3/31/2020,HN
Honduras,Americas,Movement restrictions,Curfews,Yes,Not available,3/29/2020,Government,3/31/2020,HN
Honduras,Americas,Public health measures,Awareness campaigns,Yes,Not available,3/29/2020,Government,3/31/2020,HN
Honduras,Americas,Public health measures,General recommendations,No,Not applicable,3/29/2020,Government,3/31/2020,HN
Honduras,Americas,Movement restrictions,International flights suspension,Yes,Not applicable,3/29/2020,Government,3/31/2020,HN
Honduras,Americas,Movement restrictions,Curfews,Yes,Arrest/detention,3/29/2020,Government,3/31/2020,HN
Honduras,Americas,Public health measures,Isolation and quarantine policies,No,Other (add in comments),3/29/2020,Government,3/31/2020,HN
Honduras,Americas,Governance and socio-economic measures,Economic measures,No,Not applicable,3/29/2020,Government,3/31/2020,HN
Honduras,Americas,Movement restrictions,Domestic travel restrictions,Yes,Arrest/detention,3/29/2020,Other organisations,4/7/2020,HN
Honduras,Americas,Governance and socio-economic measures,Economic measures,Yes,Not applicable,3/31/2020,Other organisations,4/7/2020,HN
Honduras,Americas,Lockdown,Full lockdown,Yes,Arrest/detention,4/6/2020,Government,4/7/2020,HN
Honduras,Americas,Movement restrictions,Curfews,Yes,Not applicable,4/6/2020,Government,4/7/2020,HN
Honduras,Americas,Movement restrictions,Curfews,Yes,Not available,3/29/2020,Government,4/7/2020,HN
Honduras,Americas,Public health measures,Requirement to wear protective gear in public,No,Not applicable,3/29/2020,Government,4/7/2020,HN
Honduras,Americas,Governance and socio-economic measures,Economic measures,No,Not applicable,4/3/2020,Media,4/7/2020,HN
Honduras,Americas,Governance and socio-economic measures,Economic measures,No,Not applicable,3/23/2020,Media,4/7/2020,HN
Honduras,Americas,Public health measures,Amendments to funeral and burial regulations,Yes,Not applicable,4/3/2020,Media,4/7/2020,HN
Honduras,Americas,Movement restrictions,Curfews,No,Up to detention,4/8/2020,Government,4/14/2020,HN
Honduras,Americas,Movement restrictions,Curfews,Yes,Up to detention,4/10/2020,Government,4/14/2020,HN
Honduras,Americas,Social distancing,Closure of businesses and public services,No,Up to detention,4/10/2020,Government,4/14/2020,HN
Honduras,Americas,Public health measures,Requirement to wear protective gear in public,No,Up to detention,4/7/2020,Government,4/14/2020,HN
Honduras,Americas,Movement restrictions,Curfews,Yes,Up to detention,4/6/2020,Government,4/14/2020,HN
Honduras,Americas,Movement restrictions,Curfews,Yes,Up to detention,4/6/2020,Government,4/14/2020,HN
Honduras,Americas,Governance and socio-economic measures,Economic measures,Yes,Not applicable,4/10/2020,Other organisations,4/14/2020,HN
Honduras,Americas,Movement restrictions,Curfews,No,Arrest/detention,4/19/2020,Government,4/21/2020,HN
Honduras,Americas,Social distancing,Closure of businesses and public services,Yes,Not applicable,4/16/2020,Government,4/21/2020,HN
Honduras,Americas,Social distancing,Closure of businesses and public services,Yes,Not applicable,4/16/2020,Government,4/21/2020,HN
Honduras,Americas,Public health measures,Strengthening the public health system,No,Not applicable,4/20/2020,Media,4/21/2020,HN
Honduras,Americas,Movement restrictions,Curfews,No,Arrest/detention,4/27/2020,Government,4/28/2020,HN
Honduras,Americas,Public health measures,Strengthening the public health system,Yes,Not applicable,5/5/2020,Other organisations,5/6/2020,HN
Honduras,Americas,Lockdown,Partial lockdown,No,Not applicable,5/4/2020,Other organisations,5/6/2020,HN
Honduras,Americas,Lockdown,Full lockdown,Yes,Not applicable,5/4/2020,Other organisations,5/6/2020,HN
Honduras,Americas,Movement restrictions,Domestic travel restrictions,Yes,Not applicable,5/4/2020,Other organisations,5/6/2020,HN
Honduras,Americas,Social distancing,Limit public gatherings,Yes,Not applicable,5/4/2020,Other organisations,5/6/2020,HN
Honduras,Americas,Governance and socio-economic measures,Economic measures,No,Not applicable,5/7/2020,Other organisations,5/12/2020,HN
Honduras,Americas,Movement restrictions,Curfews,No,Up to detention,5/18/2020,Government,5/19/2020,HN
Honduras,Americas,Social distancing,Closure of businesses and public services,Yes,Not available,5/18/2020,Government,5/19/2020,HN
Honduras,Americas,Governance and socio-economic measures,Emergency administrative structures activated or established,Yes,Not available,5/12/2020,Other organisations,5/19/2020,HN
Honduras,Americas,Social distancing,Closure of businesses and public services,Yes,Not applicable,5/18/2020,Media,5/19/2020,HN
Honduras,Americas,Public health measures,Strengthening the public health system,Yes,Not applicable,5/18/2020,Media,5/19/2020,HN
Honduras,Americas,Movement restrictions,Domestic travel restrictions,No,Not available,5/18/2020,Media,5/19/2020,HN
Honduras,Americas,Governance and socio-economic measures,Economic measures,Yes,Not applicable,5/17/2020,Media,5/19/2020,HN
Honduras,Americas,Public health measures,Requirement to wear protective gear in public,No,Up to detention,5/21/2020,Other organisations,5/27/2020,HN
Honduras,Americas,Public health measures,Other public health measures enforced,No,Up to detention,5/21/2020,Other organisations,5/27/2020,HN
Honduras,Americas,Movement restrictions,Curfews,No,Not applicable,5/25/2020,Other organisations,5/27/2020,HN
Hungary,Europe,Public health measures,Isolation and quarantine policies,Yes,,3/16/2020,Government,3/16/2020,HU
Hungary,Europe,Movement restrictions,Visa restrictions,Yes,,3/11/2020,Government,3/16/2020,HU
Hungary,Europe,Social distancing,Limit public gatherings,No,,3/11/2020,Government,3/16/2020,HU
Hungary,Europe,Movement restrictions,Border checks ,Yes,,3/13/2020,Government,3/16/2020,HU
Hungary,Europe,Social distancing,Schools closure ,No,,3/14/2020,Government,3/16/2020,HU
Hungary,Europe,Governance and socio-economic measures,State of emergency declared,No,,3/11/2020,Government,3/16/2020,HU
Hungary,Europe,Movement restrictions,Visa restrictions,Yes,Refusal to enter the country,,Government,3/25/2020,HU
Hungary,Europe,Public health measures,Awareness campaigns,No,Not applicable,2/3/2020,Government,3/25/2020,HU
Hungary,Europe,Public health measures,Health screenings in airports and border crossings,Yes,Not available,2/3/2020,Government,3/25/2020,HU
Hungary,Europe,Governance and socio-economic measures,Emergency administrative structures activated or established,No,Not applicable,2/4/2020,Government,3/25/2020,HU
Hungary,Europe,Public health measures,Health screenings in airports and border crossings,No,Not applicable,2/5/2020,Government,3/25/2020,HU
Hungary,Europe,Public health measures,Awareness campaigns,No,Not applicable,2/26/2020,Government,3/25/2020,HU
Hungary,Europe,Public health measures,General recommendations,Yes,Not applicable,2/28/2020,Government,3/25/2020,HU
Hungary,Europe,Movement restrictions,Border closure ,Yes,Refusal to enter the country,3/2/2020,Government,3/25/2020,HU
Hungary,Europe,Public health measures,Awareness campaigns,No,Not applicable,3/5/2020,Government,3/25/2020,HU
Hungary,Europe,Public health measures,Strengthening the public health system,No,Not applicable,3/5/2020,Government,3/25/2020,HU
Hungary,Europe,Public health measures,Mass population testing,No,Not applicable,3/3/2020,Government,3/25/2020,HU
Hungary,Europe,Social distancing,Limit public gatherings,Yes,Not applicable,3/9/2020,Government,3/25/2020,HU
Hungary,Europe,Public health measures,General recommendations,Yes,Not applicable,3/9/2020,Government,3/25/2020,HU
Hungary,Europe,Movement restrictions,International flights suspension,Yes,Refusal to enter the country,3/9/2020,Government,3/25/2020,HU
Hungary,Europe,Social distancing,Closure of businesses and public services,Yes,Not applicable,3/9/2020,Government,3/25/2020,HU
Hungary,Europe,Public health measures,Isolation and quarantine policies,Yes,Deportation,3/10/2020,Government,3/25/2020,HU
Hungary,Europe,Movement restrictions,Visa restrictions,Yes,Deportation,3/10/2020,Government,3/25/2020,HU
Hungary,Europe,Governance and socio-economic measures,Economic measures,Yes,Not applicable,3/11/2020,Government,3/25/2020,HU
Hungary,Europe,Movement restrictions,Visa restrictions,Yes,Refusal to enter the country,3/11/2020,Government,3/25/2020,HU
Hungary,Europe,Social distancing,Schools closure ,Yes,Not applicable,3/11/2020,Government,3/25/2020,HU
Hungary,Europe,Social distancing,Limit public gatherings,Yes,Not applicable,3/11/2020,Government,3/25/2020,HU
Hungary,Europe,Governance and socio-economic measures,Military deployment,Yes,Refusal to enter the country,3/12/2020,Government,3/25/2020,HU
Hungary,Europe,Movement restrictions,Visa restrictions,No,Not applicable,3/12/2020,Government,3/25/2020,HU
Hungary,Europe,Social distancing,Schools closure ,Yes,Not available,3/12/2020,Government,3/25/2020,HU
Hungary,Europe,Movement restrictions,International flights suspension,Yes,Refusal to enter the country,3/13/2020,Government,3/25/2020,HU
Hungary,Europe,Public health measures,Isolation and quarantine policies,Yes,Arrest/detention,3/13/2020,Government,3/25/2020,HU
Hungary,Europe,Social distancing,Schools closure ,No,Not applicable,3/14/2020,Government,3/25/2020,HU
Hungary,Europe,Public health measures,Awareness campaigns,No,Arrest/detention,3/16/2020,Government,3/25/2020,HU
Hungary,Europe,Social distancing,Limit public gatherings,No,Not available,3/16/2020,Government,3/25/2020,HU
Hungary,Europe,Governance and socio-economic measures,Emergency administrative structures activated or established,Yes,Not applicable,3/16/2020,Government,3/25/2020,HU
Hungary,Europe,Public health measures,Strengthening the public health system,Yes,Not applicable,3/17/2020,Government,3/25/2020,HU
Hungary,Europe,Movement restrictions,Border closure ,No,Refusal to enter the country,3/17/2020,Government,3/25/2020,HU
Hungary,Europe,Movement restrictions,Surveillance and monitoring,No,Other (add in comments),3/17/2020,Government,3/25/2020,HU
Hungary,Europe,Social distancing,Closure of businesses and public services,No,Not applicable,3/17/2020,Government,3/25/2020,HU
Hungary,Europe,Lockdown,Partial lockdown,Yes,Not available,3/17/2020,Government,3/25/2020,HU
Hungary,Europe,Social distancing,Closure of businesses and public services,Yes,Not applicable,3/17/2020,Government,3/25/2020,HU
Hungary,Europe,Public health measures,General recommendations,Yes,Not available,3/17/2020,Government,3/25/2020,HU
Hungary,Europe,Social distancing,Closure of businesses and public services,No,Not applicable,3/17/2020,Government,3/25/2020,HU
Hungary,Europe,Governance and socio-economic measures,Economic measures,Yes,Not applicable,3/18/2020,Government,3/25/2020,HU
Hungary,Europe,Public health measures,Strengthening the public health system,Yes,Not applicable,3/18/2020,Government,3/25/2020,HU
Hungary,Europe,Social distancing,Closure of businesses and public services,No,Not applicable,3/18/2020,Government,3/25/2020,HU
Hungary,Europe,Public health measures,Awareness campaigns,No,Not applicable,3/18/2020,Government,3/25/2020,HU
Hungary,Europe,Governance and socio-economic measures,Economic measures,Yes,Not applicable,3/18/2020,Government,3/25/2020,HU
Hungary,Europe,Governance and socio-economic measures,Economic measures,Yes,Not applicable,3/19/2020,Government,3/25/2020,HU
Hungary,Europe,Governance and socio-economic measures,Emergency administrative structures activated or established,Yes,Not applicable,3/20/2020,Government,3/25/2020,HU
Hungary,Europe,Governance and socio-economic measures,Economic measures,Yes,Not applicable,3/20/2020,Government,3/25/2020,HU
Hungary,Europe,Governance and socio-economic measures,Military deployment,Yes,Not applicable,3/20/2020,Government,3/25/2020,HU
Hungary,Europe,Public health measures,Isolation and quarantine policies,No,Not applicable,3/20/2020,Government,3/25/2020,HU
Hungary,Europe,Social distancing,Closure of businesses and public services,No,Not applicable,3/20/2020,Government,3/25/2020,HU
Hungary,Europe,Governance and socio-economic measures,Economic measures,Yes,Not applicable,3/20/2020,Government,3/25/2020,HU
Hungary,Europe,Governance and socio-economic measures,Emergency administrative structures activated or established,Yes,Not applicable,3/20/2020,Government,3/25/2020,HU
Hungary,Europe,Governance and socio-economic measures,Emergency administrative structures activated or established,Yes,Not applicable,3/21/2020,Government,3/25/2020,HU
Hungary,Europe,Public health measures,General recommendations,No,Not applicable,3/21/2020,Government,3/25/2020,HU
Hungary,Europe,Movement restrictions,Visa restrictions,Yes,Not applicable,3/22/2020,Government,3/25/2020,HU
Hungary,Europe,Governance and socio-economic measures,Military deployment,Yes,Not applicable,3/23/2020,Government,3/25/2020,HU
Hungary,Europe,Governance and socio-economic measures,Emergency administrative structures activated or established,Yes,Not applicable,3/23/2020,Government,3/25/2020,HU
Hungary,Europe,Public health measures,Strengthening the public health system,No,Not applicable,3/23/2020,Government,3/25/2020,HU
Hungary,Europe,Governance and socio-economic measures,Economic measures,No,Not applicable,3/23/2020,Government,3/25/2020,HU
Hungary,Europe,Public health measures,Strengthening the public health system,No,Not applicable,3/24/2020,Government,3/25/2020,HU
Hungary,Europe,Governance and socio-economic measures,Economic measures,Yes,Not applicable,3/24/2020,Government,3/25/2020,HU
Hungary,Europe,Public health measures,Strengthening the public health system,No,Not applicable,3/25/2020,Government,3/25/2020,HU
Hungary,Europe,Public health measures,Strengthening the public health system,Yes,Not applicable,4/19/2020,Government,4/27/2020,HU
Hungary,Europe,Governance and socio-economic measures,Economic measures,Yes,Not applicable,4/4/2020,Government,4/27/2020,HU
Hungary,Europe,Governance and socio-economic measures,Economic measures,Yes,Not applicable,4/6/2020,Government,4/27/2020,HU
Hungary,Europe,Public health measures,Other public health measures enforced,Yes,Not applicable,4/6/2020,Government,4/27/2020,HU
Hungary,Europe,Governance and socio-economic measures,Economic measures,Yes,Not applicable,4/6/2020,Government,4/27/2020,HU
Hungary,Europe,Governance and socio-economic measures,Economic measures,Yes,Not applicable,4/7/2020,Government,4/27/2020,HU
Hungary,Europe,Lockdown,Partial lockdown,Yes,Fines,4/9/2020,Government,4/27/2020,HU
Hungary,Europe,Social distancing,Limit public gatherings,Yes,Not applicable,4/10/2020,Government,4/27/2020,HU
Hungary,Europe,Movement restrictions,Surveillance and monitoring,Yes,Not applicable,4/16/2020,Government,4/27/2020,HU
Hungary,Europe,Movement restrictions,Border closure ,Yes,Refusal to enter the country,3/26/2020,Government,4/27/2020,HU
Hungary,Europe,Governance and socio-economic measures,Economic measures,Yes,Not applicable,3/26/2020,Government,4/27/2020,HU
Hungary,Europe,Public health measures,Strengthening the public health system,Yes,Not applicable,3/26/2020,Government,4/27/2020,HU
Hungary,Europe,Governance and socio-economic measures,Military deployment,Yes,Not applicable,3/26/2020,Government,4/27/2020,HU
Hungary,Europe,Governance and socio-economic measures,Economic measures,Yes,Not applicable,3/26/2020,Government,4/27/2020,HU
Hungary,Europe,Lockdown,Partial lockdown,No,Fines,3/28/2020,Government,4/27/2020,HU
Hungary,Europe,Governance and socio-economic measures,Economic measures,Yes,Not applicable,3/27/2020,Government,4/27/2020,HU
Hungary,Europe,Social distancing,Schools closure ,No,Not applicable,3/27/2020,Government,4/27/2020,HU
Hungary,Europe,Public health measures,Other public health measures enforced,Yes,Not applicable,3/28/2020,Government,4/27/2020,HU
Hungary,Europe,Public health measures,Strengthening the public health system,Yes,Not applicable,3/30/2020,Government,4/27/2020,HU
Hungary,Europe,Governance and socio-economic measures,State of emergency declared,No,Not applicable,3/30/2020,Government,4/27/2020,HU
Hungary,Europe,Governance and socio-economic measures,Emergency administrative structures activated or established,Yes,Arrest/detention,3/31/2020,Government,4/27/2020,HU
Hungary,Europe,Governance and socio-economic measures,Economic measures,No,Not applicable,3/31/2020,Government,4/27/2020,HU
Hungary,Europe,Movement restrictions,Surveillance and monitoring,Yes,Not applicable,3/31/2020,Government,4/27/2020,HU
Hungary,Europe,Governance and socio-economic measures,Military deployment,Yes,Not applicable,3/31/2020,Government,4/27/2020,HU
Hungary,Europe,Public health measures,Strengthening the public health system,Yes,Not applicable,4/1/2020,Government,4/27/2020,HU
Hungary,Europe,Movement restrictions,Border checks ,Yes,Refusal to enter the country,4/2/2020,Government,4/27/2020,HU
Hungary,Europe,Public health measures,Psychological assistance and medical social work,Yes,Not applicable,4/2/2020,Government,4/27/2020,HU
Hungary,Europe,Governance and socio-economic measures,Economic measures,Yes,Not applicable,4/3/2020,Government,4/27/2020,HU
Hungary,Europe,Public health measures,Requirement to wear protective gear in public,Yes,Not available,4/27/2020,Government,4/27/2020,HU
Hungary,Europe,Movement restrictions,Border closure ,Yes,Not applicable,4/24/2020,Government,4/27/2020,HU
Iceland,Europe,Public health measures,Mass population testing,No,Not applicable,3/13/2020,Government,3/16/2020,IS
Iceland,Europe,Public health measures,Isolation and quarantine policies,Yes,Not available,3/16/2020,Government,3/16/2020,IS
Iceland,Europe,Social distancing,Limit public gatherings,No,Not available,3/16/2020,Government,3/17/2020,IS
Iceland,Europe,Public health measures,General recommendations,No,Not applicable,2/24/2020,Government,3/23/2020,IS
Iceland,Europe,Public health measures,Awareness campaigns,Yes,Not applicable,2/28/2020,Government,3/23/2020,IS
Iceland,Europe,Governance and socio-economic measures,State of emergency declared,No,Not applicable,3/6/2020,Government,3/23/2020,IS
Iceland,Europe,Social distancing,Limit public gatherings,No,Not available,3/24/2020,Government,3/23/2020,IS
Iceland,Europe,Social distancing,Limit public gatherings,No,Not available,3/24/2020,Government,3/23/2020,IS
Iceland,Europe,Governance and socio-economic measures,Economic measures,No,Not applicable,3/21/2020,Government,3/23/2020,IS
Iceland,Europe,Movement restrictions,Border closure ,No,Not applicable,3/20/2020,Government,3/23/2020,IS
Iceland,Europe,Public health measures,Isolation and quarantine policies,No,Not available,3/19/2020,Government,3/23/2020,IS
Iceland,Europe,Social distancing,Limit public gatherings,Yes,Not available,3/24/2020,Government,3/23/2020,IS
Iceland,Europe,Social distancing,Schools closure ,Yes,Not available,3/13/2020,Government,3/23/2020,IS
Iceland,Europe,Public health measures,Strengthening the public health system,No,Not applicable,3/23/2020,Government,3/23/2020,IS
Iceland,Europe,Public health measures,General recommendations,Yes,Not applicable,,Government,3/30/2020,IS
Iceland,Europe,Movement restrictions,Surveillance and monitoring,No,Not applicable,4/1/2020,Government,4/5/2020,IS
Iceland,Europe,Public health measures,Awareness campaigns,No,Not applicable,4/10/2020,Government,4/11/2020,IS
Iceland,Europe,Public health measures,Awareness campaigns,No,Not applicable,4/6/2020,Government,4/11/2020,IS
Iceland,Europe,Social distancing,Limit public gatherings,No,Not applicable,3/23/2020,Government,4/11/2020,IS
Iceland,Europe,Governance and socio-economic measures,Economic measures,Yes,Not applicable,3/10/2020,Other organisations,4/16/2020,IS
Iceland,Europe,Social distancing,Schools closure ,Yes,Not applicable,5/4/2020,Government,4/18/2020,IS
Iceland,Europe,Social distancing,Limit public gatherings,No,Not applicable,5/4/2020,Government,4/18/2020,IS
Iceland,Europe,Social distancing,Closure of businesses and public services,Yes,Not applicable,5/4/2020,Government,4/18/2020,IS
Iceland,Europe,Public health measures,Strengthening the public health system,Yes,Not applicable,5/4/2020,Government,4/18/2020,IS
Iceland,Europe,Social distancing,Limit public gatherings,Yes,Not applicable,5/4/2020,Government,4/18/2020,IS
Iceland,Europe,Governance and socio-economic measures,Economic measures,No,Not applicable,5/4/2020,Government,4/18/2020,IS
Iceland,Europe,Social distancing,Closure of businesses and public services,Yes,Not available,5/4/2020,Government,4/18/2020,IS
Iceland,Europe,Social distancing,Closure of businesses and public services,Yes,Not available,5/4/2020,Government,4/18/2020,IS
Iceland,Europe,Public health measures,Strengthening the public health system,Yes,Not applicable,5/4/2020,Government,4/18/2020,IS
Iceland,Europe,Governance and socio-economic measures,Emergency administrative structures activated or established,Yes,Not applicable,4/14/2020,Government,4/18/2020,IS
Iceland,Europe,Public health measures,Strengthening the public health system,Yes,Not applicable,4/14/2020,Government,4/18/2020,IS
Iceland,Europe,Social distancing,Closure of businesses and public services,Yes,Not applicable,4/15/2020,Government,4/18/2020,IS
