Country,Region,CATEGORY,MEASURE,TARGETED_POP_GROUP,NON_COMPLIANCE,DATE_IMPLEMENTED,SOURCE_TYPE,ENTRY_DATE,Country_cd
Afghanistan,Asia,Public health measures,Health screenings in airports and border crossings,No,,2/12/2020,Government,3/14/2020,AF
Afghanistan,Asia,Public health measures,Isolation and quarantine policies,No,,2/12/2020,Government,3/14/2020,AF
Afghanistan,Asia,Public health measures,Awareness campaigns,No,,2/12/2020,Government,3/14/2020,AF
Afghanistan,Asia,Governance and socio-economic measures,Emergency administrative structures activated or established,No,,2/12/2020,Government,3/14/2020,AF
Afghanistan,Asia,Social distancing,Limit public gatherings,No,,3/12/2020,Media,3/14/2020,AF
Afghanistan,Asia,Movement restrictions,Border closure ,No,,2/24/2020,Media,3/14/2020,AF
Afghanistan,Asia,Social distancing,Schools closure ,No,,3/1/2020,UN,3/14/2020,AF
Afghanistan,Asia,Social distancing,Limit public gatherings,No,,3/1/2020,UN,3/14/2020,AF
Afghanistan,Asia,Public health measures,Strengthening the public health system,No,,3/1/2020,UN,3/14/2020,AF
Afghanistan,Asia,Governance and socio-economic measures,Limit product imports/exports,No,,3/1/2020,Government,3/14/2020,AF
Afghanistan,Asia,Movement restrictions,Border checks ,Yes,,2/1/2020,Government,3/14/2020,AF
Afghanistan,Asia,Public health measures,Awareness campaigns,No,,1/24/2020,Government,4/7/2020,AF
Afghanistan,Asia,Public health measures,Health screenings in airports and border crossings,Yes,,1/26/2020,Government,4/7/2020,AF
Afghanistan,Asia,Movement restrictions,International flights suspension,Yes,,1/27/2020,Government,4/7/2020,AF
Afghanistan,Asia,Public health measures,Health screenings in airports and border crossings,No,,1/27/2020,Government,4/7/2020,AF
Afghanistan,Asia,Public health measures,Strengthening the public health system,Yes,,2/2/2020,Government,4/7/2020,AF
Afghanistan,Asia,Public health measures,Isolation and quarantine policies,No,,2/2/2020,Government,4/7/2020,AF
Afghanistan,Asia,Public health measures,Awareness campaigns,No,,2/4/2020,Government,4/7/2020,AF
Afghanistan,Asia,Public health measures,Strengthening the public health system,No,,2/4/2020,Government,4/7/2020,AF
Afghanistan,Asia,Governance and socio-economic measures,Emergency administrative structures activated or established,Yes,,2/6/2020,Government,4/7/2020,AF
Afghanistan,Asia,Public health measures,Awareness campaigns,Yes,,2/8/2020,Government,4/7/2020,AF
Afghanistan,Asia,Public health measures,Isolation and quarantine policies,Yes,,2/12/2020,Government,4/7/2020,AF
Afghanistan,Asia,Movement restrictions,Surveillance and monitoring,No,,2/13/2020,Government,4/7/2020,AF
Afghanistan,Asia,Public health measures,Other public health measures enforced,No,,2/20/2020,Government,4/7/2020,AF
Afghanistan,Asia,Public health measures,Strengthening the public health system,Yes,,2/22/2020,Government,4/7/2020,AF
Afghanistan,Asia,Movement restrictions,Domestic travel restrictions,Yes,,2/24/2020,Government,4/7/2020,AF
Afghanistan,Asia,Governance and socio-economic measures,State of emergency declared,Yes,,2/24/2020,Government,4/7/2020,AF
Afghanistan,Asia,Public health measures,Awareness campaigns,No,,2/24/2020,Government,4/7/2020,AF
Afghanistan,Asia,Public health measures,General recommendations,Yes,,2/24/2020,Government,4/7/2020,AF
Afghanistan,Asia,Movement restrictions,Border checks ,Yes,,3/1/2020,Government,4/7/2020,AF
Afghanistan,Asia,Public health measures,Strengthening the public health system,Yes,,3/2/2020,Government,4/7/2020,AF
Afghanistan,Asia,Public health measures,Strengthening the public health system,No,,3/5/2020,Government,4/7/2020,AF
Afghanistan,Asia,Public health measures,Other public health measures enforced,No,,3/7/2020,Government,4/7/2020,AF
Afghanistan,Asia,Public health measures,Awareness campaigns,No,,3/11/2020,Government,4/7/2020,AF
Afghanistan,Asia,Social distancing,Schools closure ,No,,3/15/2020,Government,4/7/2020,AF
Afghanistan,Asia,Public health measures,Health screenings in airports and border crossings,Yes,,3/19/2020,Government,4/7/2020,AF
Afghanistan,Asia,Movement restrictions,Surveillance and monitoring,Yes,,3/19/2020,Government,4/7/2020,AF
Afghanistan,Asia,Public health measures,Strengthening the public health system,Yes,,3/19/2020,Government,4/7/2020,AF
Afghanistan,Asia,Governance and socio-economic measures,State of emergency declared,No,,3/20/2020,Government,4/7/2020,AF
Afghanistan,Asia,Public health measures,Strengthening the public health system,Yes,,3/22/2020,Government,4/7/2020,AF
Afghanistan,Asia,Social distancing,Limit public gatherings,No,,3/22/2020,Government,4/7/2020,AF
Afghanistan,Asia,Public health measures,Strengthening the public health system,Yes,,3/25/2020,Government,4/7/2020,AF
Afghanistan,Asia,Lockdown,Partial lockdown,Yes,,3/28/2020,Government,4/7/2020,AF
Afghanistan,Asia,Public health measures,General recommendations,Yes,,3/28/2020,Government,4/7/2020,AF
Afghanistan,Asia,Public health measures,General recommendations,Yes,,3/28/2020,Government,4/7/2020,AF
Afghanistan,Asia,Public health measures,Strengthening the public health system,No,,3/30/2020,Government,4/7/2020,AF
Afghanistan,Asia,Public health measures,Strengthening the public health system,No,,4/2/2020,Government,4/7/2020,AF
Afghanistan,Asia,Public health measures,Strengthening the public health system,No,,4/3/2020,Government,4/7/2020,AF
Afghanistan,Asia,Public health measures,Strengthening the public health system,No,,4/7/2020,Government,4/7/2020,AF
Afghanistan,Asia,Social distancing,Changes in prison-related policies,No,Not applicable,3/31/2020,Media,5/11/2020,AF
Afghanistan,Asia,Movement restrictions,International flights suspension,No,Not applicable,4/1/2020,Other organisations,5/18/2020,AF
Afghanistan,Asia,Public health measures,Awareness campaigns,No,Not applicable,5/12/2020,Government,5/18/2020,AF
Afghanistan,Asia,Movement restrictions,Border closure ,No,Not applicable,5/14/2020,Government,5/18/2020,AF
Albania,Europe,Movement restrictions,International flights suspension,Yes,Not applicable,3/9/2020,Media,3/14/2020,AL
Albania,Europe,Movement restrictions,Domestic travel restrictions,No,Not applicable,3/16/2020,Government,3/14/2020,AL
Albania,Europe,Social distancing,Schools closure ,No,Not applicable,3/10/2020,Government,3/14/2020,AL
Albania,Europe,Social distancing,Limit public gatherings,No,Not applicable,3/10/2020,Government,3/14/2020,AL
Albania,Europe,Movement restrictions,Checkpoints within the country,Yes,Not applicable,3/10/2020,Government,3/14/2020,AL
Albania,Europe,Public health measures,Isolation and quarantine policies,Yes,Not applicable,3/10/2020,Government,3/14/2020,AL
Albania,Europe,Governance and socio-economic measures,Economic measures,No,Not applicable,3/12/2020,Media,3/14/2020,AL
Albania,Europe,Public health measures,Awareness campaigns,No,Not applicable,3/11/2020,Government,3/14/2020,AL
Albania,Europe,Public health measures,Health screenings in airports and border crossings,No,,3/19/2020,Government,3/20/2020,AL
Albania,Europe,Public health measures,Strengthening the public health system,No,,3/19/2020,Government,3/20/2020,AL
Albania,Europe,Public health measures,Strengthening the public health system,No,,3/20/2020,Government,3/20/2020,AL
Albania,Europe,Movement restrictions,Border closure ,Yes,,3/14/2020,Government,3/20/2020,AL
Albania,Europe,Governance and socio-economic measures,Emergency administrative structures activated or established,Yes,Fines,3/22/2020,Media,3/24/2020,AL
Albania,Europe,Movement restrictions,International flights suspension,Yes,,3/23/2020,Other organisations,3/24/2020,AL
Albania,Europe,Movement restrictions,Border closure ,Yes,,3/23/2020,Other organisations,3/24/2020,AL
Albania,Europe,Social distancing,Limit public gatherings,Yes,Fines,3/22/2020,Media,3/24/2020,AL
Albania,Europe,Governance and socio-economic measures,Economic measures,Yes,Fines,3/22/2020,Media,3/24/2020,AL
Albania,Europe,Public health measures,Strengthening the public health system,Yes,Fines,3/22/2020,Media,3/24/2020,AL
Albania,Europe,Public health measures,General recommendations,Yes,Fines,3/22/2020,Media,3/24/2020,AL
Albania,Europe,Lockdown,Partial lockdown,No,Not applicable,4/2/2020,Other organisations,4/3/2020,AL
Albania,Europe,Movement restrictions,Curfews,No,Not available,3/23/2020,Other organisations,4/3/2020,AL
Albania,Europe,Movement restrictions,Domestic travel restrictions,Yes,Not available,3/23/2020,Other organisations,4/3/2020,AL
Albania,Europe,Movement restrictions,Curfews,No,Up to detention,4/13/2020,Other organisations,4/15/2020,AL
Albania,Europe,Lockdown,Partial lockdown,No,Up to detention,4/13/2020,Other organisations,4/15/2020,AL
Albania,Europe,Social distancing,Limit public gatherings,No,Fines,3/30/2020,Other organisations,4/15/2020,AL
Albania,Europe,Governance and socio-economic measures,Emergency administrative structures activated or established,No,Not available,4/2/2020,Other organisations,4/15/2020,AL
Albania,Europe,Social distancing,Changes in prison-related policies,Yes,Up to detention,3/24/2020,Media,4/15/2020,AL
Albania,Europe,Social distancing,Changes in prison-related policies,No,Not available,3/23/2020,Media,4/15/2020,AL
Albania,Europe,Public health measures,Strengthening the public health system,No,Not applicable,1/24/2020,Government,4/15/2020,AL
Albania,Europe,Public health measures,Strengthening the public health system,No,Not available,1/31/2020,Government,4/15/2020,AL
Albania,Europe,Public health measures,Other public health measures enforced,Yes,Not available,1/24/2020,Government,4/15/2020,AL
Albania,Europe,Public health measures,Strengthening the public health system,No,Not available,2/26/2020,Government,4/15/2020,AL
Albania,Europe,Governance and socio-economic measures,Limit product imports/exports,No,Not available,3/8/2020,Government,4/15/2020,AL
Albania,Europe,Social distancing,Limit public gatherings,Yes,Not available,3/8/2020,Government,4/15/2020,AL
Albania,Europe,Governance and socio-economic measures,Economic measures,Yes,Not available,3/10/2020,Government,4/15/2020,AL
Albania,Europe,Social distancing,Closure of businesses and public services,No,Not available,3/10/2020,Government,4/15/2020,AL
Albania,Europe,Social distancing,Closure of businesses and public services,Yes,Not available,,Government,4/15/2020,AL
Albania,Europe,Governance and socio-economic measures,Military deployment,No,Not available,3/11/2020,Government,4/15/2020,AL
Albania,Europe,Governance and socio-economic measures,Economic measures,Yes,Not available,3/19/2020,Government,4/15/2020,AL
Albania,Europe,Governance and socio-economic measures,Economic measures,Yes,Not available,3/21/2020,Government,4/15/2020,AL
Albania,Europe,Governance and socio-economic measures,Economic measures,No,Not available,3/26/2020,Government,4/15/2020,AL
Albania,Europe,Governance and socio-economic measures,Economic measures,No,Not available,3/27/2020,Government,4/15/2020,AL
Albania,Europe,Governance and socio-economic measures,Economic measures,Yes,Not applicable,3/27/2020,Government,4/15/2020,AL
Albania,Europe,Governance and socio-economic measures,Economic measures,Yes,Not applicable,3/27/2020,Government,4/15/2020,AL
Albania,Europe,Governance and socio-economic measures,Economic measures,Yes,Not applicable,3/30/2020,Government,4/15/2020,AL
Albania,Europe,Social distancing,Closure of businesses and public services,No,Not applicable,4/18/2020,Other organisations,4/24/2020,AL
Albania,Europe,Movement restrictions,Domestic travel restrictions,Yes,Fines,3/13/2020,Other organisations,4/24/2020,AL
Albania,Europe,Governance and socio-economic measures,State of emergency declared,No,Not applicable,4/30/2020,Other organisations,5/4/2020,AL
Albania,Europe,Movement restrictions,Curfews,Yes,Fines,4/13/2020,Other organisations,5/4/2020,AL
Albania,Europe,Movement restrictions,Surveillance and monitoring,No,Not available,4/13/2020,Other organisations,5/4/2020,AL
Albania,Europe,Social distancing,Closure of businesses and public services,Yes,Not applicable,5/4/2020,Other organisations,5/4/2020,AL
Albania,Europe,Social distancing,Closure of businesses and public services,Yes,Not applicable,5/11/2020,Other organisations,5/4/2020,AL
Albania,Europe,Movement restrictions,Domestic travel restrictions,No,Not applicable,5/11/2020,Other organisations,5/4/2020,AL
Albania,Europe,Social distancing,Closure of businesses and public services,Yes,Not applicable,5/19/2020,Other organisations,5/4/2020,AL
Albania,Europe,Social distancing,Schools closure ,No,Not applicable,5/18/2020,Other organisations,5/4/2020,AL
Albania,Europe,Public health measures,Isolation and quarantine policies,Yes,Not applicable,5/11/2020,Other organisations,5/22/2020,AL
Albania,Europe,Movement restrictions,Domestic travel restrictions,Yes,Not applicable,5/22/2020,Government,5/22/2020,AL
Algeria,Africa,Public health measures,Awareness campaigns,No,Not applicable,3/5/2020,Media,3/14/2020,DZ
Algeria,Africa,Social distancing,Schools closure ,No,Not applicable,3/12/2020,Government,3/14/2020,DZ
Algeria,Africa,Movement restrictions,Border checks ,Yes,Not applicable,3/12/2020,Government,3/14/2020,DZ
Algeria,Africa,Social distancing,Limit public gatherings,No,Not applicable,3/12/2020,Media,3/14/2020,DZ
Algeria,Africa,Social distancing,Closure of businesses and public services,No,,3/20/2020,Government,3/20/2020,DZ
Algeria,Africa,Movement restrictions,Border closure ,No,,3/17/2020,Government,3/20/2020,DZ
Algeria,Africa,Movement restrictions,International flights suspension,No,,3/20/2020,Government,3/20/2020,DZ
Algeria,Africa,Public health measures,Awareness campaigns,No,,3/20/2020,Government,3/20/2020,DZ
Algeria,Africa,Public health measures,Isolation and quarantine policies,Yes,,3/18/2020,Government,3/20/2020,DZ
Algeria,Africa,Movement restrictions,Border closure ,Yes,,3/17/2020,Government,3/24/2020,DZ
Algeria,Africa,Movement restrictions,Domestic travel restrictions,Yes,,3/22/2020,Government,3/24/2020,DZ
Algeria,Africa,Lockdown,Full lockdown,Yes,Not available,3/23/2020,Other organisations,3/24/2020,DZ
Algeria,Africa,Movement restrictions,Curfews,Yes,,3/23/2020,Other organisations,3/24/2020,DZ
Algeria,Africa,Movement restrictions,Domestic travel restrictions,No,Not available,3/23/2020,Other organisations,3/26/2020,DZ
Algeria,Africa,Governance and socio-economic measures,Military deployment,Yes,Not available,3/23/2020,Other organisations,4/3/2020,DZ
Algeria,Africa,Movement restrictions,Curfews,Yes,Not available,3/27/2020,Other organisations,4/3/2020,DZ
Algeria,Africa,Movement restrictions,International flights suspension,No,Not applicable,4/1/2020,Other organisations,4/3/2020,DZ
Algeria,Africa,Movement restrictions,Domestic travel restrictions,No,Not applicable,4/1/2020,Other organisations,4/3/2020,DZ
Algeria,Africa,Lockdown,Partial lockdown,No,Not available,4/5/2020,Other organisations,4/15/2020,DZ
Algeria,Africa,Movement restrictions,Curfews,No,Not available,4/5/2020,Other organisations,4/15/2020,DZ
Algeria,Africa,Lockdown,Full lockdown,Yes,Not available,4/1/2020,Other organisations,4/15/2020,DZ
Algeria,Africa,Lockdown,Partial lockdown,Yes,Not available,4/5/2020,Other organisations,4/15/2020,DZ
Algeria,Africa,Movement restrictions,International flights suspension,No,Not available,4/2/2020,Other organisations,4/15/2020,DZ
Algeria,Africa,Movement restrictions,Domestic travel restrictions,No,Not available,4/1/2020,Other organisations,4/15/2020,DZ
Algeria,Africa,Social distancing,Closure of businesses and public services,No,Not available,4/1/2020,Other organisations,4/15/2020,DZ
Algeria,Africa,Social distancing,Limit public gatherings,Yes,Not available,4/1/2020,Other organisations,4/15/2020,DZ
Algeria,Africa,Social distancing,Closure of businesses and public services,Yes,Not applicable,3/16/2020,Government,4/15/2020,DZ
Algeria,Africa,Governance and socio-economic measures,Emergency administrative structures activated or established,Yes,Not available,,Other organisations,4/24/2020,DZ
Algeria,Africa,Lockdown,Partial lockdown,Yes,Not available,4/24/2020,Media,4/24/2020,DZ
Algeria,Africa,Movement restrictions,Curfews,No,Not available,4/18/2020,Media,4/24/2020,DZ
Algeria,Africa,Lockdown,Partial lockdown,Yes,Not available,3/23/2020,Media,4/28/2020,DZ
Algeria,Africa,Movement restrictions,Checkpoints within the country,Yes,Not available,3/23/2020,Media,4/28/2020,DZ
Algeria,Africa,Lockdown,Full lockdown,Yes,Not available,4/24/2020,Media,4/28/2020,DZ
Algeria,Africa,Movement restrictions,Curfews,Yes,Not available,4/24/2020,Media,4/28/2020,DZ
Algeria,Africa,Movement restrictions,Domestic travel restrictions,No,Not available,4/27/2020,Other organisations,5/5/2020,DZ
Algeria,Africa,Movement restrictions,Domestic travel restrictions,Yes,Not available,4/25/2020,Other organisations,5/5/2020,DZ
Algeria,Africa,Social distancing,Schools closure ,No,Not available,4/28/2020,Other organisations,5/5/2020,DZ
Algeria,Africa,Social distancing,Closure of businesses and public services,No,Not available,4/24/2020,Other organisations,5/5/2020,DZ
Algeria,Africa,Social distancing,Closure of businesses and public services,Yes,Not available,5/3/2020,Other organisations,5/5/2020,DZ
Algeria,Africa,Movement restrictions,International flights suspension,Yes,Not applicable,5/11/2020,Other organisations,5/13/2020,DZ
Algeria,Africa,Movement restrictions,International flights suspension,Yes,Not applicable,6/1/2020,Other organisations,5/13/2020,DZ
Algeria,Africa,Public health measures,Requirement to wear protective gear in public,Yes,Not available,5/7/2020,Other organisations,5/13/2020,DZ
Algeria,Africa,Lockdown,Partial lockdown,No,Not available,5/23/2020,Other organisations,5/22/2020,DZ
Algeria,Africa,Movement restrictions,Curfews,No,Not available,5/23/2020,Other organisations,5/22/2020,DZ
Algeria,Africa,Movement restrictions,Domestic travel restrictions,No,Not available,5/23/2020,Other organisations,5/22/2020,DZ
Algeria,Africa,Movement restrictions,Curfews,No,Not available,5/13/2020,Other organisations,5/22/2020,DZ
Algeria,Africa,Movement restrictions,Domestic travel restrictions,No,Not available,5/13/2020,Other organisations,5/22/2020,DZ
Algeria,Africa,Public health measures,Requirement to wear protective gear in public,No,Fines,5/23/2020,Media,5/22/2020,DZ
Angola,Africa,Public health measures,Health screenings in airports and border crossings,Yes,Not applicable,3/3/2020,Government,3/14/2020,AO
Angola,Africa,Public health measures,Isolation and quarantine policies,Yes,Refusal to enter the country,3/3/2020,Government,3/14/2020,AO
Angola,Africa,Public health measures,Awareness campaigns,No,Not applicable,3/11/2020,Media,3/14/2020,AO
Angola,Africa,Movement restrictions,International flights suspension,No,,3/20/2020,Other organisations,3/21/2020,AO
Angola,Africa,Movement restrictions,Visa restrictions,Yes,,3/4/2020,Other organisations,3/21/2020,AO
Angola,Africa,Movement restrictions,Visa restrictions,Yes,,3/1/2020,Other organisations,3/21/2020,AO
Angola,Africa,Public health measures,Isolation and quarantine policies,Yes,,2/6/2020,Other organisations,3/21/2020,AO
Angola,Africa,Movement restrictions,International flights suspension,Yes,Not applicable,3/20/2020,Other organisations,3/24/2020,AO
Angola,Africa,Social distancing,Schools closure ,Yes,Not applicable,3/23/2020,Media,3/24/2020,AO
Angola,Africa,Public health measures,General recommendations,Yes,Not applicable,3/22/2020,Media,3/24/2020,AO
Angola,Africa,Public health measures,Awareness campaigns,No,Not applicable,3/22/2020,Media,3/24/2020,AO
Angola,Africa,Public health measures,Awareness campaigns,No,Not applicable,3/22/2020,Media,3/24/2020,AO
Angola,Africa,Governance and socio-economic measures,State of emergency declared,No,Not available,3/27/2020,Media,3/27/2020,AO
Angola,Africa,Governance and socio-economic measures,State of emergency declared,No,Not available,3/27/2020,Media,3/27/2020,AO
Angola,Africa,Public health measures,Strengthening the public health system,Yes,Not applicable,3/27/2020,Media,3/27/2020,AO
Angola,Africa,Public health measures,Strengthening the public health system,No,Not applicable,3/27/2020,Media,3/27/2020,AO
Angola,Africa,Movement restrictions,Border checks ,Yes,Not applicable,3/27/2020,Media,3/27/2020,AO
Angola,Africa,Governance and socio-economic measures,Economic measures,Yes,Not applicable,3/27/2020,Media,3/27/2020,AO
Angola,Africa,Governance and socio-economic measures,Economic measures,Yes,,3/26/2020,Media,3/27/2020,AO
Angola,Africa,Public health measures,Strengthening the public health system,Yes,Not applicable,3/26/2020,Media,3/27/2020,AO
Angola,Africa,Public health measures,Strengthening the public health system,Yes,Not applicable,3/26/2020,Media,3/27/2020,AO
Angola,Africa,Governance and socio-economic measures,Economic measures,Yes,Not applicable,3/26/2020,Media,3/27/2020,AO
Angola,Africa,Social distancing,Closure of businesses and public services,Yes,Not available,3/27/2020,Media,3/27/2020,AO
Angola,Africa,Governance and socio-economic measures,Limit product imports/exports,No,Not available,3/27/2020,Media,3/27/2020,AO
Angola,Africa,Movement restrictions,Domestic travel restrictions,No,Not available,3/27/2020,Media,3/27/2020,AO
Angola,Africa,Lockdown,Lockdown of refugee/idp camps or other minorities,Yes,,3/26/2020,Media,3/27/2020,AO
Angola,Africa,Public health measures,Awareness campaigns,No,Not applicable,3/28/2020,Media,4/1/2020,AO
Angola,Africa,Public health measures,Strengthening the public health system,No,Not applicable,3/28/2020,Media,4/1/2020,AO
Angola,Africa,Public health measures,Strengthening the public health system,Yes,,3/29/2020,Media,4/1/2020,AO
Angola,Africa,Public health measures,Strengthening the public health system,Yes,Not applicable,3/30/2020,Media,4/1/2020,AO
Angola,Africa,Public health measures,Strengthening the public health system,Yes,Not available,3/27/2020,Media,4/1/2020,AO
Angola,Africa,Public health measures,Strengthening the public health system,Yes,Not applicable,3/30/2020,Media,4/1/2020,AO
Angola,Africa,Public health measures,Strengthening the public health system,Yes,Not applicable,3/30/2020,Media,4/1/2020,AO
Angola,Africa,Public health measures,Awareness campaigns,No,Arrest/detention,4/1/2020,Media,4/7/2020,AO
Angola,Africa,Public health measures,Strengthening the public health system,Yes,Not applicable,4/1/2020,Media,4/7/2020,AO
Angola,Africa,Public health measures,Strengthening the public health system,Yes,Not applicable,4/2/2020,Media,4/7/2020,AO
Angola,Africa,Public health measures,General recommendations,Yes,Not applicable,4/2/2020,Media,4/7/2020,AO
Angola,Africa,Social distancing,Schools closure ,Yes,Not applicable,4/1/2020,Media,4/7/2020,AO
Angola,Africa,Public health measures,Strengthening the public health system,Yes,Not applicable,4/2/2020,Media,4/7/2020,AO
Angola,Africa,Social distancing,Changes in prison-related policies,Yes,Not applicable,4/2/2020,Media,4/7/2020,AO
Angola,Africa,Public health measures,Strengthening the public health system,Yes,Not applicable,4/3/2020,Media,4/7/2020,AO
Angola,Africa,Public health measures,Strengthening the public health system,Yes,Not applicable,4/3/2020,Media,4/7/2020,AO
Angola,Africa,Public health measures,Strengthening the public health system,No,Not applicable,4/3/2020,Media,4/7/2020,AO
Angola,Africa,Public health measures,Awareness campaigns,No,Not applicable,4/3/2020,Media,4/7/2020,AO
Angola,Africa,Social distancing,Limit public gatherings,Yes,Not applicable,4/4/2020,Media,4/7/2020,AO
Angola,Africa,Social distancing,Limit public gatherings,Yes,Not applicable,4/5/2020,Media,4/7/2020,AO
Angola,Africa,Governance and socio-economic measures,Emergency administrative structures activated or established,Yes,Not applicable,4/6/2020,Media,4/7/2020,AO
Angola,Africa,Governance and socio-economic measures,Economic measures,Yes,Not applicable,4/6/2020,Media,4/7/2020,AO
Angola,Africa,Social distancing,Limit public gatherings,Yes,Not applicable,4/6/2020,Media,4/7/2020,AO
Angola,Africa,Public health measures,Strengthening the public health system,Yes,Not applicable,4/8/2020,Media,4/14/2020,AO
Angola,Africa,Social distancing,Limit public gatherings,Yes,Not applicable,4/8/2020,Media,4/14/2020,AO
Angola,Africa,Governance and socio-economic measures,State of emergency declared,No,Not available,4/9/2020,Media,4/14/2020,AO
Angola,Africa,Movement restrictions,Domestic travel restrictions,Yes,Not applicable,4/9/2020,Media,4/14/2020,AO
Angola,Africa,Movement restrictions,Domestic travel restrictions,No,Not available,4/9/2020,Media,4/14/2020,AO
Angola,Africa,Movement restrictions,Additional health/documents requirements upon arrival,Yes,Not available,4/9/2020,Media,4/14/2020,AO
Angola,Africa,Governance and socio-economic measures,Economic measures,Yes,Not applicable,4/9/2020,Media,4/14/2020,AO
Angola,Africa,Public health measures,Strengthening the public health system,No,Not applicable,4/10/2020,Media,4/14/2020,AO
Angola,Africa,Public health measures,Strengthening the public health system,Yes,Not applicable,4/13/2020,Media,4/14/2020,AO
Angola,Africa,Public health measures,Isolation and quarantine policies,Yes,Not available,4/11/2020,Media,4/14/2020,AO
Angola,Africa,Movement restrictions,Domestic travel restrictions,No,Not available,4/12/2020,Media,4/14/2020,AO
Angola,Africa,Public health measures,Isolation and quarantine policies,Yes,Not available,4/12/2020,Media,4/14/2020,AO
Angola,Africa,Public health measures,Strengthening the public health system,Yes,Not applicable,4/13/2020,Media,4/14/2020,AO
Angola,Africa,Movement restrictions,Domestic travel restrictions,No,Not applicable,4/14/2020,Media,4/14/2020,AO
Angola,Africa,Governance and socio-economic measures,Economic measures,No,Not applicable,4/14/2020,Media,4/21/2020,AO
Angola,Africa,Governance and socio-economic measures,Economic measures,Yes,Not applicable,4/14/2020,Media,4/21/2020,AO
Angola,Africa,Governance and socio-economic measures,Economic measures,Yes,Not applicable,4/14/2020,Media,4/21/2020,AO
Angola,Africa,Public health measures,Strengthening the public health system,Yes,Not applicable,4/14/2020,Media,4/21/2020,AO
Angola,Africa,Movement restrictions,Domestic travel restrictions,No,Not applicable,4/14/2020,Media,4/21/2020,AO
Angola,Africa,Public health measures,Requirement to wear protective gear in public,Yes,Not applicable,4/16/2020,Media,4/21/2020,AO
Angola,Africa,Public health measures,Strengthening the public health system,Yes,Not applicable,4/16/2020,Media,4/20/2020,AO
Angola,Africa,Public health measures,Strengthening the public health system,Yes,Not applicable,4/17/2020,Media,4/21/2020,AO
Angola,Africa,Public health measures,Strengthening the public health system,Yes,Not applicable,4/17/2020,Media,4/21/2020,AO
Angola,Africa,Public health measures,Strengthening the public health system,No,Not applicable,4/16/2020,Media,4/21/2020,AO
Angola,Africa,Governance and socio-economic measures,Economic measures,No,Not applicable,4/17/2020,Media,4/21/2020,AO
Angola,Africa,Public health measures,Strengthening the public health system,Yes,Not applicable,4/18/2020,Media,4/21/2020,AO
Angola,Africa,Public health measures,Strengthening the public health system,Yes,Not applicable,4/18/2020,Media,4/21/2020,AO
Angola,Africa,Public health measures,Strengthening the public health system,No,Not applicable,4/18/2020,Media,4/21/2020,AO
Angola,Africa,Public health measures,Strengthening the public health system,Yes,Not applicable,4/20/2020,Media,4/21/2020,AO
Angola,Africa,Social distancing,Schools closure ,Yes,Not applicable,4/20/2020,Media,4/21/2020,AO
Angola,Africa,Public health measures,Mass population testing,No,Not applicable,4/27/2020,Media,4/28/2020,AO
Angola,Africa,Social distancing,Changes in prison-related policies,Yes,Not applicable,4/27/2020,Media,4/28/2020,AO
Angola,Africa,Lockdown,Partial lockdown,No,Not available,4/26/2020,Media,4/28/2020,AO
Angola,Africa,Movement restrictions,Domestic travel restrictions,Yes,Not applicable,4/26/2020,Media,4/28/2020,AO
Angola,Africa,Social distancing,Closure of businesses and public services,Yes,Not applicable,4/26/2020,Media,4/28/2020,AO
Angola,Africa,Social distancing,Closure of businesses and public services,Yes,Not applicable,4/26/2020,Media,4/28/2020,AO
Angola,Africa,Social distancing,Closure of businesses and public services,Yes,Not applicable,4/26/2020,Media,4/28/2020,AO
Angola,Africa,Movement restrictions,Curfews,Yes,Not applicable,4/26/2020,Media,4/28/2020,AO
Angola,Africa,Social distancing,Closure of businesses and public services,Yes,Not applicable,4/26/2020,Media,4/28/2020,AO
Angola,Africa,Public health measures,Requirement to wear protective gear in public,No,Not available,4/26/2020,Media,4/28/2020,AO
Angola,Africa,Movement restrictions,Domestic travel restrictions,Yes,Not available,4/26/2020,Media,4/28/2020,AO
Angola,Africa,Movement restrictions,Border closure ,No,Not available,3/27/2020,Media,4/28/2020,AO
Angola,Africa,Governance and socio-economic measures,State of emergency declared,No,Not available,4/26/2020,Media,4/28/2020,AO
Angola,Africa,Public health measures,Strengthening the public health system,Yes,Not applicable,4/24/2020,Media,4/28/2020,AO
Angola,Africa,Movement restrictions,Domestic travel restrictions,Yes,Not applicable,4/26/2020,Media,5/5/2020,AO
Angola,Africa,Public health measures,Strengthening the public health system,Yes,Not applicable,4/26/2020,Media,5/5/2020,AO
Angola,Africa,Social distancing,Changes in prison-related policies,Yes,Not applicable,4/27/2020,Media,5/5/2020,AO
Angola,Africa,Public health measures,Awareness campaigns,Yes,Not applicable,5/1/2020,Media,5/5/2020,AO
Angola,Africa,Public health measures,Other public health measures enforced,Yes,Not applicable,5/2/2020,Media,5/5/2020,AO
Angola,Africa,Movement restrictions,Surveillance and monitoring,Yes,Not applicable,5/2/2020,Media,5/5/2020,AO
Angola,Africa,Public health measures,Awareness campaigns,Yes,Not applicable,5/3/2020,Media,5/5/2020,AO
Angola,Africa,Public health measures,Mass population testing,Yes,Not applicable,5/3/2020,Media,5/5/2020,AO
Angola,Africa,Governance and socio-economic measures,Economic measures,Yes,Not applicable,5/5/2020,Media,5/5/2020,AO
