COUNTRY	PROVINCE	COUNTY	Country_cd	Province_cd	Continent	Region	ACTIVE	PEOPLE_TESTED	CONFIRMED	PEOPLE_HOSPITALIZED	DEATHS	RECOVERED	INCIDENT_RATE	TESTING_RATE	HOSPITALIZATION_RATE	MORTALITY_RATE	LONG	LAT	LAST_REPORTED_FLAG
United States	Tennessee	Cumberland	US	TN	America	Americas	110	0	111	0	1	0	183.4104428	0	0	0	-84.99840585	35.95271721	FALSE
United States	Virginia	Cumberland	US	VA	America	Americas	35	0	35	0	0	0	352.3962948	0	0	0	-78.24398086	37.51328851	FALSE
United States	Nebraska	Cuming	US	NE	America	Americas	31	0	31	0	0	0	350.4408772	0	0	0	-96.78730772	41.91637624	FALSE
United States	North Carolina	Currituck	US	NC	America	Americas	15	0	15	0	0	0	54.02874329	0	0	0	-75.95876401	36.36123664	FALSE
United States	New Mexico	Curry	US	NM	America	Americas	51	0	51	0	0	0	104.1794338	0	0	0	-103.3468876	34.57421077	FALSE
United States	Oregon	Curry	US	OR	America	Americas	6	0	6	0	0	0	26.17230098	0	0	0	-124.157282	42.45911325	FALSE
United States	Colorado	Custer	US	CO	America	Americas	2	0	2	0	0	0	39.46329913	0	0	0	-105.3683478	38.10883162	FALSE
United States	Idaho	Custer	US	ID	America	Americas	2	0	2	0	0	0	46.34994206	0	0	0	-114.2855494	44.24186819	FALSE
United States	Nebraska	Custer	US	NE	America	Americas	27	0	31	0	4	0	287.6496242	0	0	0	-99.72805369	41.39374521	FALSE
United States	Oklahoma	Custer	US	OK	America	Americas	13	0	13	0	0	0	44.82294935	0	0	0	-99.00170785	35.63853802	FALSE
United States	Ohio	Cuyahoga	US	OH	America	Americas	3985	0	4211	0	226	0	340.9517826	0	0	0	-81.65918339	41.424119	FALSE
United States	Georgia	Dade	US	GA	America	Americas	27	0	28	0	1	0	173.7403822	0	0	0	-85.50490424	34.8549167	FALSE
United States	Minnesota	Dakota	US	MN	America	Americas	1179	0	1230	0	51	0	286.6992525	0	0	0	-93.06299363	44.67172617	FALSE
United States	Nebraska	Dakota	US	NE	America	Americas	1635	0	1650	0	15	0	8239.288924	0	0	0	-96.56656425	42.39040144	FALSE
United States	Alabama	Dale	US	AL	America	Americas	99	0	99	0	0	0	201.3340926	0	0	0	-85.61095742	31.43037123	FALSE
United States	Texas	Dallam	US	TX	America	Americas	23	0	24	0	1	0	329.3536435	0	0	0	-102.6020725	36.27787176	FALSE
United States	Alabama	Dallas	US	AL	America	Americas	241	0	244	0	3	0	655.9845145	0	0	0	-87.1086671	32.32688101	FALSE
United States	Arkansas	Dallas	US	AR	America	Americas	1	0	1	0	0	0	14.26737052	0	0	0	-92.65167437	33.97042763	FALSE
United States	Iowa	Dallas	US	IA	America	Americas	862	0	882	0	20	0	943.7899265	0	0	0	-94.04127625	41.68560356	FALSE
United States	Missouri	Dallas	US	MO	America	Americas	3	0	3	0	0	0	17.77461785	0	0	0	-93.02127031	37.6811355	FALSE
United States	Texas	Dallas	US	TX	America	Americas	9365	0	9587	0	222	0	363.7617833	0	0	0	-96.7779605	32.76670599	FALSE
United States	Wisconsin	Dane	US	WI	America	Americas	652	0	679	0	27	0	124.2008798	0	0	0	-89.41733797	43.06601594	FALSE
United States	Virginia	Danville	US	VA	America	Americas	49	0	51	0	2	0	127.3599041	0	0	0	-79.40395668	36.58022376	FALSE
United States	North Carolina	Dare	US	NC	America	Americas	19	0	22	0	3	0	59.44499987	0	0	0	-75.71767334	35.66520691	FALSE
United States	Ohio	Darke	US	OH	America	Americas	141	0	162	0	21	0	316.9448086	0	0	0	-84.6194517	40.13412966	FALSE
United States	South Carolina	Darlington	US	SC	America	Americas	254	0	262	0	8	0	393.2870996	0	0	0	-79.96027485	34.33358335	FALSE
United States	Pennsylvania	Dauphin	US	PA	America	Americas	1159	0	1231	0	72	0	442.330012	0	0	0	-76.77993242	40.41377078	FALSE
United States	North Carolina	Davidson	US	NC	America	Americas	373	0	385	0	12	0	229.701269	0	0	0	-80.21256572	35.79115496	FALSE
United States	Tennessee	Davidson	US	TN	America	Americas	4834	0	4894	0	60	0	705.041029	0	0	0	-86.78646056	36.17007426	FALSE
United States	North Carolina	Davie	US	NC	America	Americas	85	0	87	0	2	0	203.0527937	0	0	0	-80.54496571	35.93099927	FALSE
United States	Indiana	Daviess	US	IN	America	Americas	69	0	85	0	16	0	254.8649216	0	0	0	-87.07185406	38.70186039	FALSE
United States	Kentucky	Daviess	US	KY	America	Americas	307	0	313	0	6	0	308.340968	0	0	0	-87.0901948	37.73028906	FALSE
United States	Missouri	Daviess	US	MO	America	Americas	4	0	4	0	0	0	48.32085045	0	0	0	-93.98519678	39.96145298	FALSE
United States	Iowa	Davis	US	IA	America	Americas	20	0	20	0	0	0	222.2222222	0	0	0	-92.41005468	40.74773536	FALSE
United States	Utah	Davis	US	UT	America	Americas	433	0	435	0	2	0	122.3694093	0	0	0	-112.1139997	40.99001837	FALSE
United States	South Dakota	Davison	US	SD	America	Americas	13	0	13	0	0	0	65.73957016	0	0	0	-98.14458906	43.67490933	FALSE
United States	Nebraska	Dawes	US	NE	America	Americas	1	0	1	0	0	0	11.64279893	0	0	0	-103.1313774	42.71985036	FALSE
United States	Georgia	Dawson	US	GA	America	Americas	107	0	108	0	1	0	413.6663092	0	0	0	-84.16964071	34.44244079	FALSE
United States	Nebraska	Dawson	US	NE	America	Americas	826	0	833	0	7	0	3530.408985	0	0	0	-99.8201461	40.87028216	FALSE
United States	Texas	Dawson	US	TX	America	Americas	39	0	40	0	1	0	314.2677561	0	0	0	-101.9477242	32.74255572	FALSE
United States	South Dakota	Day	US	SD	America	Americas	13	0	13	0	0	0	239.6755162	0	0	0	-97.60737498	45.367281	FALSE
United States	New Mexico	De Baca	US	NM	America	Americas	0	0	0	0	0	0	0	0	0	0	-104.4117842	34.34274529	FALSE
United States	Louisiana	De Soto	US	LA	America	Americas	225	0	242	0	17	0	881.1855952	0	0	0	-93.74130302	32.05457447	FALSE
United States	Illinois	De Witt	US	IL	America	Americas	4	0	4	0	0	0	25.57871851	0	0	0	-88.90959682	40.17514519	FALSE
United States	Alabama	DeKalb	US	AL	America	Americas	238	0	241	0	3	0	337.001664	0	0	0	-85.80782906	34.45946862	FALSE
United States	Georgia	DeKalb	US	GA	America	Americas	3539	0	3651	0	112	0	480.8395134	0	0	0	-84.22396017	33.76944049	FALSE
United States	Illinois	DeKalb	US	IL	America	Americas	366	0	370	0	4	0	352.7269607	0	0	0	-88.76958483	41.89373302	FALSE
United States	Indiana	DeKalb	US	IN	America	Americas	32	0	33	0	1	0	75.90569293	0	0	0	-84.99906934	41.39804622	FALSE
United States	Missouri	DeKalb	US	MO	America	Americas	6	0	6	0	0	0	47.82019606	0	0	0	-94.40476508	39.89201062	FALSE
United States	Tennessee	DeKalb	US	TN	America	Americas	37	0	37	0	0	0	180.5758907	0	0	0	-85.83689361	35.97616272	FALSE
United States	Florida	DeSoto	US	FL	America	Americas	124	0	132	0	8	0	347.35928	0	0	0	-81.80941373	27.18677893	FALSE
United States	Mississippi	DeSoto	US	MS	America	Americas	497	0	503	0	6	0	271.9727487	0	0	0	-89.99091418	34.87625235	FALSE
United States	Texas	DeWitt	US	TX	America	Americas	16	0	17	0	1	0	84.32539683	0	0	0	-97.3568117	29.08101855	FALSE
United States	Texas	Deaf Smith	US	TX	America	Americas	148	0	161	0	13	0	868.1117222	0	0	0	-102.6054267	34.96522957	FALSE
United States	Indiana	Dearborn	US	IN	America	Americas	145	0	166	0	21	0	335.6383194	0	0	0	-84.97333539	39.14647946	FALSE
United States	Georgia	Decatur	US	GA	America	Americas	177	0	181	0	4	0	685.5021966	0	0	0	-84.57619536	30.87967778	FALSE
United States	Indiana	Decatur	US	IN	America	Americas	193	0	224	0	31	0	843.4052487	0	0	0	-85.50087166	39.30712658	FALSE
United States	Iowa	Decatur	US	IA	America	Americas	1	0	1	0	0	0	12.70648031	0	0	0	-93.78645949	40.73742757	FALSE
United States	Tennessee	Decatur	US	TN	America	Americas	5	0	5	0	0	0	42.87061648	0	0	0	-88.11043779	35.60048904	FALSE
United States	Montana	Deer Lodge	US	MT	America	Americas	3	0	3	0	0	0	32.82275711	0	0	0	-113.073353	46.05953325	FALSE
United States	Ohio	Defiance	US	OH	America	Americas	31	0	33	0	2	0	86.64373671	0	0	0	-84.49076944	41.32398837	FALSE
United States	California	Del Norte	US	CA	America	Americas	44	0	44	0	0	0	158.2050913	0	0	0	-123.8974063	41.74228275	FALSE
United States	Indiana	Delaware	US	IN	America	Americas	341	0	377	0	36	0	330.3105971	0	0	0	-85.39732772	40.22787247	FALSE
United States	Iowa	Delaware	US	IA	America	Americas	15	0	15	0	0	0	88.17823761	0	0	0	-91.3664492	42.47104597	FALSE
United States	New York	Delaware	US	NY	America	Americas	74	0	78	0	4	0	176.730486	0	0	0	-74.96709306	42.19837623	FALSE
United States	Ohio	Delaware	US	OH	America	Americas	297	0	310	0	13	0	148.1998499	0	0	0	-83.00457058	40.27942393	FALSE
United States	Oklahoma	Delaware	US	OK	America	Americas	84	0	100	0	16	0	232.5094748	0	0	0	-94.80325046	36.40823634	FALSE
United States	Pennsylvania	Delaware	US	PA	America	Americas	5829	0	6379	0	550	0	1125.54632	0	0	0	-75.40243663	39.91680171	FALSE
United States	Colorado	Delta	US	CO	America	Americas	66	0	67	0	1	0	215.0054554	0	0	0	-107.8631342	38.86246243	FALSE
United States	Michigan	Delta	US	MI	America	Americas	15	0	17	0	2	0	47.50726582	0	0	0	-86.9080745	45.9048491	FALSE
United States	Texas	Delta	US	TX	America	Americas	1	0	1	0	0	0	18.75820672	0	0	0	-95.66921122	33.38570922	FALSE
United States	Texas	Denton	US	TX	America	Americas	1255	0	1285	0	30	0	144.8365489	0	0	0	-97.11691153	33.20521901	FALSE
United States	Colorado	Denver	US	CO	America	Americas	5110	0	5434	0	324	0	747.2384219	0	0	0	-104.8725695	39.76018276	FALSE
United States	Iowa	Des Moines	US	IA	America	Americas	58	0	59	0	1	0	151.4101676	0	0	0	-91.18326592	40.92012606	FALSE
United States	Oregon	Deschutes	US	OR	America	Americas	121	0	121	0	0	0	61.20632094	0	0	0	-121.2289121	43.91570171	FALSE
United States	Arkansas	Desha	US	AR	America	Americas	19	0	19	0	0	0	167.2387994	0	0	0	-91.25500948	33.83011025	FALSE
United States	South Dakota	Deuel	US	SD	America	Americas	1	0	1	0	0	0	22.98322225	0	0	0	-96.66943645	44.75994309	FALSE
United States	Oklahoma	Dewey	US	OK	America	Americas	4	0	4	0	0	0	81.78286649	0	0	0	-99.00730714	35.98772922	FALSE
United States	South Dakota	Dewey	US	SD	America	Americas	0	0	0	0	0	0	0	0	0	0	-100.8709139	45.15639647	FALSE
United States	Texas	Dickens	US	TX	America	Americas	1	0	1	0	0	0	45.22840344	0	0	0	-100.7788855	33.61616822	FALSE
United States	Virginia	Dickenson	US	VA	America	Americas	0	0	0	0	0	0	0	0	0	0	-82.35124171	37.12560977	FALSE
United States	Iowa	Dickinson	US	IA	America	Americas	19	0	19	0	0	0	110.0938695	0	0	0	-95.1510206	43.37787725	FALSE
United States	Kansas	Dickinson	US	KS	America	Americas	3	0	3	0	0	0	16.24607387	0	0	0	-97.15532383	38.86600962	FALSE
United States	Michigan	Dickinson	US	MI	America	Americas	3	0	5	0	2	0	19.81061056	0	0	0	-87.86961634	46.00999672	FALSE
United States	Tennessee	Dickson	US	TN	America	Americas	110	0	110	0	0	0	203.9000519	0	0	0	-87.35891709	36.14669837	FALSE
United States	South Carolina	Dillon	US	SC	America	Americas	152	0	155	0	3	0	508.5468683	0	0	0	-79.37741872	34.39007791	FALSE
United States	Texas	Dimmit	US	TX	America	Americas	1	0	1	0	0	0	9.877518767	0	0	0	-99.75645095	28.42270064	FALSE
United States	Virginia	Dinwiddie	US	VA	America	Americas	71	0	71	0	0	0	248.7387892	0	0	0	-77.63451754	37.07544585	FALSE
United States	District of Columbia	District of Columbia	US	DC	America	Americas	8078	0	8538	0	460	0	1209.778547	0	0	0	-77.01655992	38.90417773	FALSE
United States	North Dakota	Divide	US	ND	America	Americas	1	0	1	0	0	0	44.16961131	0	0	0	-103.4873611	48.8149387	FALSE
United States	Florida	Dixie	US	FL	America	Americas	44	0	46	0	2	0	273.3864258	0	0	0	-83.15724673	29.60631086	FALSE
United States	Nebraska	Dixon	US	NE	America	Americas	26	0	26	0	0	0	461.3200852	0	0	0	-96.86782408	42.49188363	FALSE
United States	Georgia	Dodge	US	GA	America	Americas	49	0	51	0	2	0	247.5127396	0	0	0	-83.16948926	32.17265114	FALSE
United States	Minnesota	Dodge	US	MN	America	Americas	50	0	50	0	0	0	238.8458966	0	0	0	-92.86244324	44.02238415	FALSE
United States	Nebraska	Dodge	US	NE	America	Americas	412	0	413	0	1	0	1129.495419	0	0	0	-96.65598179	41.58071748	FALSE
United States	Wisconsin	Dodge	US	WI	America	Americas	171	0	172	0	1	0	195.8127939	0	0	0	-88.70928178	43.41576662	FALSE
United States	New Mexico	Dona Ana	US	NM	America	Americas	440	0	442	0	2	0	202.5710947	0	0	0	-106.8329387	32.35275771	FALSE
United States	Kansas	Doniphan	US	KS	America	Americas	14	0	14	0	0	0	184.2105263	0	0	0	-95.14056866	39.79067154	FALSE
United States	Texas	Donley	US	TX	America	Americas	26	0	26	0	0	0	793.166565	0	0	0	-100.8140093	34.96517499	FALSE
United States	Georgia	Dooly	US	GA	America	Americas	165	0	177	0	12	0	1321.882001	0	0	0	-83.79746561	32.15630737	FALSE
United States	Wisconsin	Door	US	WI	America	Americas	35	0	38	0	3	0	137.3427787	0	0	0	-87.30002707	44.95856458	FALSE
United States	Maryland	Dorchester	US	MD	America	Americas	137	0	140	0	3	0	438.4728617	0	0	0	-76.02752426	38.45413522	FALSE
United States	South Carolina	Dorchester	US	SC	America	Americas	147	0	150	0	3	0	92.13249882	0	0	0	-80.40502652	33.0794369	FALSE
United States	Georgia	Dougherty	US	GA	America	Americas	1620	0	1764	0	144	0	2005.548229	0	0	0	-84.21722377	31.53328528	FALSE
United States	Colorado	Douglas	US	CO	America	Americas	654	0	699	0	45	0	199.0579632	0	0	0	-104.930001	39.33133796	FALSE
United States	Georgia	Douglas	US	GA	America	Americas	512	0	536	0	24	0	366.2628209	0	0	0	-84.77026156	33.70291126	FALSE
United States	Illinois	Douglas	US	IL	America	Americas	26	0	26	0	0	0	133.5730799	0	0	0	-88.21854195	39.76768052	FALSE
United States	Kansas	Douglas	US	KS	America	Americas	65	0	65	0	0	0	53.1658201	0	0	0	-95.2925121	38.88503636	FALSE
United States	Minnesota	Douglas	US	MN	America	Americas	40	0	40	0	0	0	104.8740201	0	0	0	-95.45335469	45.93348491	FALSE
United States	Nebraska	Douglas	US	NE	America	Americas	3713	0	3736	0	23	0	653.9162336	0	0	0	-96.15085305	41.29518299	FALSE
United States	Nevada	Douglas	US	NV	America	Americas	30	0	30	0	0	0	61.34342092	0	0	0	-119.6171333	38.912862	FALSE
United States	Oregon	Douglas	US	OR	America	Americas	25	0	25	0	0	0	22.52658137	0	0	0	-123.167291	43.27941273	FALSE
United States	South Dakota	Douglas	US	SD	America	Americas	3	0	3	0	0	0	102.7045532	0	0	0	-98.36978007	43.38520741	FALSE
United States	Washington	Douglas	US	WA	America	Americas	161	0	164	0	3	0	377.6278524	0	0	0	-119.692937	47.7361335	FALSE
United States	Wisconsin	Douglas	US	WI	America	Americas	19	0	19	0	0	0	44.03244496	0	0	0	-91.91595768	46.43222285	FALSE
United States	Arkansas	Drew	US	AR	America	Americas	18	0	19	0	1	0	104.2867336	0	0	0	-91.71777921	33.59035001	FALSE
United States	Illinois	DuPage	US	IL	America	Americas	7110	0	7460	0	350	0	808.3032025	0	0	0	-88.08642662	41.85116968	FALSE
United States	Indiana	Dubois	US	IN	America	Americas	189	0	192	0	3	0	449.2699364	0	0	0	-86.8792417	38.36597551	FALSE
United States	Iowa	Dubuque	US	IA	America	Americas	321	0	339	0	18	0	348.3676049	0	0	0	-90.88181925	42.46815349	FALSE
United States	Massachusetts	Dukes and Nantucket	US	MA	America	Americas	38	0	39	0	1	0	135.7418816	0	0	0	-70.68763497	41.40674725	FALSE
United States	Missouri	Dunklin	US	MO	America	Americas	30	0	32	0	2	0	109.8486149	0	0	0	-90.09122243	36.27167174	FALSE
United States	North Dakota	Dunn	US	ND	America	Americas	12	0	12	0	0	0	271.2477396	0	0	0	-102.6160468	47.35423935	FALSE
United States	Wisconsin	Dunn	US	WI	America	Americas	24	0	24	0	0	0	52.90072298	0	0	0	-91.8962481	44.94562799	FALSE
United States	North Carolina	Duplin	US	NC	America	Americas	734	0	750	0	16	0	1276.791338	0	0	0	-77.93140529	34.93449805	FALSE
United States	North Carolina	Durham	US	NC	America	Americas	1394	0	1441	0	47	0	448.2282387	0	0	0	-78.87608331	36.03638492	FALSE
United States	New York	Dutchess	US	NY	America	Americas	3729	0	3867	0	138	0	1314.33155	0	0	0	-73.74356679	41.7648606	FALSE
United States	Florida	Duval	US	FL	America	Americas	1477	0	1523	0	46	0	159.0177029	0	0	0	-81.66976468	30.33225875	FALSE
United States	Texas	Duval	US	TX	America	Americas	5	0	5	0	0	0	44.8149144	0	0	0	-98.50864568	27.68184592	FALSE
United States	Tennessee	Dyer	US	TN	America	Americas	50	0	50	0	0	0	134.5569041	0	0	0	-89.41542855	36.05931946	FALSE
United States	Colorado	Eagle	US	CO	America	Americas	576	0	584	0	8	0	1059.371996	0	0	0	-106.6933637	39.62754308	FALSE
United States	Georgia	Early	US	GA	America	Americas	208	0	238	0	30	0	2335.62316	0	0	0	-84.90255207	31.32155345	FALSE
United States	Louisiana	East Baton Rouge	US	LA	America	Americas	3293	0	3526	0	233	0	801.2561952	0	0	0	-91.09777565	30.53842039	FALSE
United States	Louisiana	East Carroll	US	LA	America	Americas	118	0	118	0	0	0	1719.865909	0	0	0	-91.23425694	32.73926954	FALSE
United States	Louisiana	East Feliciana	US	LA	America	Americas	162	0	192	0	30	0	1003.396917	0	0	0	-91.04976723	30.84425359	FALSE
United States	Texas	Eastland	US	TX	America	Americas	6	0	6	0	0	0	32.67973856	0	0	0	-98.83243566	32.32743996	FALSE
United States	Michigan	Eaton	US	MI	America	Americas	177	0	183	0	6	0	165.9592992	0	0	0	-84.83740035	42.59599185	FALSE
United States	Wisconsin	Eau Claire	US	WI	America	Americas	99	0	99	0	0	0	94.60466716	0	0	0	-91.28609183	44.726614	FALSE
United States	Georgia	Echols	US	GA	America	Americas	104	0	104	0	0	0	2596.105841	0	0	0	-82.89687287	30.71101099	FALSE
United States	Texas	Ector	US	TX	America	Americas	147	0	152	0	5	0	91.44342239	0	0	0	-102.5429428	31.86898877	FALSE
United States	New Mexico	Eddy	US	NM	America	Americas	20	0	21	0	1	0	35.92199795	0	0	0	-104.3053527	32.47167456	FALSE
United States	North Dakota	Eddy	US	ND	America	Americas	4	0	4	0	0	0	174.9016178	0	0	0	-98.90432337	47.71701474	FALSE
United States	Illinois	Edgar	US	IL	America	Americas	0	0	0	0	0	0	0	0	0	0	-87.74759563	39.6809186	FALSE
United States	North Carolina	Edgecombe	US	NC	America	Americas	181	0	190	0	9	0	369.1327324	0	0	0	-77.59436892	35.91230639	FALSE
United States	South Carolina	Edgefield	US	SC	America	Americas	49	0	51	0	2	0	187.0873074	0	0	0	-81.96231108	33.77221995	FALSE
United States	Kentucky	Edmonson	US	KY	America	Americas	47	0	56	0	9	0	460.9053498	0	0	0	-86.23955613	37.21218923	FALSE
United States	Illinois	Edwards	US	IL	America	Americas	2	0	2	0	0	0	31.27443315	0	0	0	-88.05720863	38.41353228	FALSE
United States	Kansas	Edwards	US	KS	America	Americas	5	0	5	0	0	0	178.6990708	0	0	0	-99.31263309	37.88735543	FALSE
United States	Georgia	Effingham	US	GA	America	Americas	74	0	75	0	1	0	116.648003	0	0	0	-81.34280942	32.36616021	FALSE
United States	Illinois	Effingham	US	IL	America	Americas	5	0	6	0	1	0	17.64290755	0	0	0	-88.58969584	39.05935711	FALSE
United States	California	El Dorado	US	CA	America	Americas	84	0	84	0	0	0	43.55874986	0	0	0	-120.5233166	38.77965956	FALSE
United States	Colorado	El Paso	US	CO	America	Americas	1548	0	1636	0	88	0	227.095112	0	0	0	-104.5251411	38.83240149	FALSE
United States	Texas	El Paso	US	TX	America	Americas	2497	0	2569	0	72	0	306.1110198	0	0	0	-106.2363275	31.76980765	FALSE
United States	Colorado	Elbert	US	CO	America	Americas	49	0	51	0	2	0	190.8039957	0	0	0	-104.1358721	39.28656773	FALSE
United States	Georgia	Elbert	US	GA	America	Americas	74	0	74	0	0	0	385.537147	0	0	0	-82.83936148	34.11302332	FALSE
United States	Kansas	Elk	US	KS	America	Americas	0	0	0	0	0	0	0	0	0	0	-96.24369667	37.45338105	FALSE
United States	Pennsylvania	Elk	US	PA	America	Americas	6	0	6	0	0	0	20.06018054	0	0	0	-78.64524744	41.42822061	FALSE
United States	Indiana	Elkhart	US	IN	America	Americas	1135	0	1163	0	28	0	563.6301074	0	0	0	-85.85875695	41.59761169	FALSE
United States	Nevada	Elko	US	NV	America	Americas	23	0	24	0	1	0	45.47349274	0	0	0	-115.3577619	41.14531606	FALSE
United States	Kentucky	Elliott	US	KY	America	Americas	1	0	1	0	0	0	13.30317946	0	0	0	-83.09771563	38.11624059	FALSE
United States	Kansas	Ellis	US	KS	America	Americas	8	0	8	0	0	0	28.01807166	0	0	0	-99.31751551	38.91458712	FALSE
United States	Texas	Ellis	US	TX	America	Americas	292	0	305	0	13	0	165.0200729	0	0	0	-96.79371841	32.34894117	FALSE
United States	Kansas	Ellsworth	US	KS	America	Americas	2	0	2	0	0	0	32.77613897	0	0	0	-98.20462799	38.69677695	FALSE
United States	Alabama	Elmore	US	AL	America	Americas	306	0	313	0	7	0	385.4252607	0	0	0	-86.14415284	32.59785413	FALSE
United States	Idaho	Elmore	US	ID	America	Americas	29	0	31	0	2	0	112.6821998	0	0	0	-115.4701578	43.3507101	FALSE
United States	Georgia	Emanuel	US	GA	America	Americas	25	0	27	0	2	0	119.2263534	0	0	0	-82.30239915	32.59221302	FALSE
United States	Iowa	Emmet	US	IA	America	Americas	13	0	13	0	0	0	141.1815812	0	0	0	-94.67858943	43.37782951	FALSE
United States	Michigan	Emmet	US	MI	America	Americas	19	0	21	0	2	0	62.84602723	0	0	0	-84.89083249	45.52625509	FALSE
United States	North Dakota	Emmons	US	ND	America	Americas	3	0	4	0	1	0	123.4186979	0	0	0	-100.2389766	46.28398398	FALSE
United States	Virginia	Emporia	US	VA	America	Americas	73	0	78	0	5	0	1459.034792	0	0	0	-77.53406129	36.69455571	FALSE
United States	Texas	Erath	US	TX	America	Americas	15	0	16	0	1	0	37.47248115	0	0	0	-98.21773417	32.23602653	FALSE
United States	New York	Erie	US	NY	America	Americas	5382	0	5886	0	504	0	640.6865338	0	0	0	-78.73063652	42.76249024	FALSE
United States	Ohio	Erie	US	OH	America	Americas	159	0	165	0	6	0	222.1743463	0	0	0	-82.62904521	41.36796058	FALSE
United States	Pennsylvania	Erie	US	PA	America	Americas	249	0	253	0	4	0	93.7981967	0	0	0	-80.03301954	41.99253829	FALSE
United States	Alabama	Escambia	US	AL	America	Americas	46	0	49	0	3	0	133.7591789	0	0	0	-87.15918694	31.1256789	FALSE
United States	Florida	Escambia	US	FL	America	Americas	755	0	784	0	29	0	246.2961334	0	0	0	-87.37284571	30.67652764	FALSE
United States	Massachusetts	Essex	US	MA	America	Americas	13004	0	13899	0	895	0	1761.52105	0	0	0	-70.94687179	42.6687626	FALSE
United States	New Jersey	Essex	US	NJ	America	Americas	15880	0	17516	0	1636	0	2192.308896	0	0	0	-74.24657979	40.78681335	FALSE
United States	New York	Essex	US	NY	America	Americas	36	0	36	0	0	0	97.60065067	0	0	0	-73.77297842	44.11630765	FALSE
United States	Vermont	Essex	US	VT	America	Americas	3	0	3	0	0	0	48.67759208	0	0	0	-71.73579864	44.72736416	FALSE
United States	Virginia	Essex	US	VA	America	Americas	46	0	46	0	0	0	419.9762622	0	0	0	-76.94230311	37.93357639	FALSE
United States	Alabama	Etowah	US	AL	America	Americas	233	0	244	0	11	0	238.5888059	0	0	0	-86.04051873	34.04567266	FALSE
United States	Nevada	Eureka	US	NV	America	Americas	0	0	0	0	0	0	0	0	0	0	-116.2683204	39.98100864	FALSE
United States	Louisiana	Evangeline	US	LA	America	Americas	74	0	75	0	1	0	224.5845186	0	0	0	-92.39915924	30.72985248	FALSE
United States	Georgia	Evans	US	GA	America	Americas	5	0	5	0	0	0	46.93073024	0	0	0	-81.8870105	32.15328841	FALSE
United States	Alaska	Fairbanks North Star	US	AK	America	Americas	83	0	85	0	2	0	87.76549061	0	0	0	-146.5692662	64.80726247	FALSE
United States	Virginia	Fairfax	US	VA	America	Americas	10360	0	10738	0	378	0	935.7473256	0	0	0	-77.27565836	38.83677558	FALSE
United States	Virginia	Fairfax City	US	VA	America	Americas	57	0	63	0	6	0	262.2923519	0	0	0	-77.2977964	38.85157547	FALSE
United States	Connecticut	Fairfield	US	CT	America	Americas	14107	0	15353	0	1246	0	1627.528802	0	0	0	-73.3881171	41.26809896	FALSE
United States	Ohio	Fairfield	US	OH	America	Americas	246	0	251	0	5	0	159.2902382	0	0	0	-82.63088163	39.75107189	FALSE
United States	South Carolina	Fairfield	US	SC	America	Americas	149	0	163	0	14	0	729.4043943	0	0	0	-81.1195624	34.39287073	FALSE
United States	South Dakota	Fall River	US	SD	America	Americas	4	0	4	0	0	0	59.58587815	0	0	0	-103.5275691	43.23929297	FALSE
United States	Texas	Falls	US	TX	America	Americas	6	0	6	0	0	0	34.6880962	0	0	0	-96.93630086	31.25350609	FALSE
United States	Virginia	Falls Church	US	VA	America	Americas	47	0	55	0	8	0	376.2742013	0	0	0	-77.17560759	38.88485255	FALSE
United States	Georgia	Fannin	US	GA	America	Americas	41	0	42	0	1	0	160.3787995	0	0	0	-84.316964	34.86430205	FALSE
United States	Texas	Fannin	US	TX	America	Americas	35	0	37	0	2	0	104.1842654	0	0	0	-96.10751083	33.59564294	FALSE
United States	Minnesota	Faribault	US	MN	America	Americas	15	0	15	0	0	0	109.8659635	0	0	0	-93.94787458	43.67381499	FALSE
United States	South Dakota	Faulk	US	SD	America	Americas	1	0	1	0	0	0	43.49717268	0	0	0	-99.14535601	45.07082625	FALSE
United States	Arkansas	Faulkner	US	AR	America	Americas	98	0	101	0	3	0	80.15427714	0	0	0	-92.33717519	35.14719007	FALSE
United States	Virginia	Fauquier	US	VA	America	Americas	302	0	308	0	6	0	432.4506473	0	0	0	-77.80647472	38.73564842	FALSE
United States	Alabama	Fayette	US	AL	America	Americas	13	0	13	0	0	0	79.74481659	0	0	0	-87.73886638	33.72076938	FALSE
United States	Georgia	Fayette	US	GA	America	Americas	219	0	232	0	13	0	202.7599829	0	0	0	-84.49089434	33.41357794	FALSE
United States	Illinois	Fayette	US	IL	America	Americas	17	0	20	0	3	0	93.73828272	0	0	0	-89.02452658	39.00072038	FALSE
United States	Indiana	Fayette	US	IN	America	Americas	69	0	76	0	7	0	328.9758462	0	0	0	-85.17797541	39.63684962	FALSE
United States	Iowa	Fayette	US	IA	America	Americas	26	0	26	0	0	0	132.3155216	0	0	0	-91.8441231	42.86271799	FALSE
United States	Kentucky	Fayette	US	KY	America	Americas	648	0	661	0	13	0	204.5477051	0	0	0	-84.45576892	38.0368225	FALSE
United States	Ohio	Fayette	US	OH	America	Americas	39	0	39	0	0	0	136.7221735	0	0	0	-83.4562016	39.56021306	FALSE
United States	Pennsylvania	Fayette	US	PA	America	Americas	91	0	95	0	4	0	73.4873215	0	0	0	-79.64291195	39.92041012	FALSE
United States	Tennessee	Fayette	US	TN	America	Americas	108	0	110	0	2	0	267.4251817	0	0	0	-89.41399032	35.19615831	FALSE
